Information here is subject to the policy as set forth by Gale in the terms and conditions found here: https://support.gale.com/terms/

Search Terms, "Directory Title ("Encyclopedia of Associations: National Organizations of the U.S.") And Edition (57)  LIMITS: Database (Encyclopedia of Associations: National Organizations of the U.S...."

Document Number,Entity Name,Main Address - Street1,Main Address - Street2,Main Address - Street3,Main Address - Street4,Main Address - Street5,Composed City,City,State Code,Zip Code,Country,Telephone Area Code,Telephone Number,Toll Free Number,Fax Number,Organization Email Address,Organization Website URL,SIC Code,SIC Description,SIC Code - collectIndustries Served,SIC Description - Industries Served,Year Founded,Number of Employees,Budget,Number of Members,Library Maintained,Awards Bestowed,Award Type,Publications Issued,Publication Type,Publication Frequency,Advertising Accepted,Conventions/Meetings Held,Conventions/Meeting Type,Exhibits,Subject Descriptor,Section Number,Section Heading,Officer 1,Officer 2,Officer 3,Officer 4,Officer 5
"RBKKPA758756821","Association of Finance and Insurance Professionals (AFIP)","4104 Felps Dr., Ste. H","","","","","Colleyville, TX 76034 USA","Colleyville","TX","76034","United States","817","(817)428-2434","","(817)428-2534","info@afip.com","http://www.afip.com; http://www.facebook.com/LikeAFIP; http://www.linkedin.com/company/association-of-finance-&-insurance-professionals; http://twitter.com/AFIP_Updates?lang=en","","","8299","Schools and Educational Services Nec","1989","2","","8000","None Reported","None Reported","","","Magazine","bimonthly","No","None Reported","","","Insurance","01","Trade, Business, and Commercial Organizations","David N. Robertson","","","",""
"JDOQVG276369966","Association of Historians of Nineteenth-Century Art (AHNCA)","PO Box 5730","","","","","Austin, TX 78763-5730 USA","Austin","TX","78763-5730","United States","","","","","","http://ahnca.org","","","","","1993","","17368","300","None Reported","None Reported","","","","","","None Reported","","","Art","06","Cultural Organizations","Peter Trippi","","","",""
"SEULKY951384352","Association of Medical and Graduate Departments of Biochemistry (AMGDB)","c/o Bruce J. Nicholson, President","University of Texas","7703 Floyd Curl Dr., MC 7760","","","San Antonio, TX 78229-3901 USA","San Antonio","TX","78229-3901","United States","210","(210)567-3770","","(210)567-6595","amgdb@asbmb.org","http://www.amgdb.org","","","","","1969","","","","None Reported","None Reported","","","","","","None Reported","","","Biochemistry; Biology; Chemistry","04","Engineering, Technological, and Natural and Social Sciences Organizations","Bruce J. Nicholson","","","",""
"FYCKFL275628719","Association of Nigerian Petroleum Professionals Abroad (ANPPA)","PO Box 218865","","","","","Houston, TX 77218 USA","Houston","TX","77218","United States","","","","","anppa@anppa.org","http://www.facebook.com/anppa.org","","","1311; 8711","Crude Petroleum and Natural Gas; Engineering Services","","","","","None Reported","None Reported","","","","","","None Reported","","","Petroleum; Engineering; Geoscience; Nigerian; Professionals","04","Engineering, Technological, and Natural and Social Sciences Organizations","Solomon Inikori, PhD","","","",""
"XPBXBB065797661","Association of Premier Nanny Agencies (APNA)","2125 N Josey Ln., No. 100 ","","","","","Carrollton, TX 75006 USA","Carrollton","TX","75006","United States","972; 301","(972)446-0500; (301)654-1242","","(972)820-5744","admin@theapna.org","http://www.theapna.org; http://www.facebook.com/AssociationOfPremierNannyAgencies; http://twitter.com/theapna","","","8351","Child Day Care Services","1993","","","","None Reported","None Reported","","","","","","None Reported","","","Child Care","07","Social Welfare Organizations","Ginger Swift","","","",""
"OMZVTY912592552","Association of Space Explorers U.S.A. (ASE-USA)","141 Bay Area Blvd.","","","","","Webster, TX 77598 USA","Webster","TX","77598","United States","281","(281)280-8172","","","","http://www.space-explorers.org/index_usa.html; http://www.facebook.com/SpaceExplorers; http://twitter.com/ASE_Astronauts","","","7997","Membership Sports and Recreation Clubs","1985","1","95571","300","None Reported","Yes","Recognition","","Proceedings; Newsletter","annual","No","Yes","convention","","Aerospace","04","Engineering, Technological, and Natural and Social Sciences Organizations","Andy Turnage","","","",""
"XSUTRJ952721493","Association of Starwood Franchisees and Owners North America (ASFONA)","c/o John Shingler, President","420A Lovett Blvd.","","","","Houston, TX 77006 USA","Houston","TX","77006","United States","713","(713)523-1352","","(713)524-3319","info@asfona.com","http://www.asfona.com","","","7011","Hotels and Motels","1997","","","","None Reported","None Reported","","","","","","None Reported","","","Hospitality Industries","01","Trade, Business, and Commercial Organizations","John Shingler","","","",""
"BAMFRQ526731976","Australian Shepherd Club of America (ASCA)","6091 E State Highway 21","","","","","Bryan, TX 77808 USA","Bryan","TX","77808","United States","979","(979)778-1082","","(979)778-1898","manager@asca.org","http://www.asca.org; http://www.facebook.com/asca1957","","","","","1957","10","893110","","None Reported","Yes","Award","","Report; Newsletter","bimonthly; monthly","Yes","Yes","meeting","None Reported","Dog; Animal Breeding; Animal Welfare; Animals; Pets","13","Hobby and Avocational Organizations","Laura Gibson","","","",""
"EBVONR917291578","Baitulmaal, Inc.","2300 Valley View Ln.","","","","","Irving, TX 75062 USA","Irving","TX","75062","United States","972","(972)257-2564","800-220-9554","(972)258-1396","","http://baitulmaal.org; http://www.facebook.com/baitulmaal; http://twitter.com/baitulmaal","","","","","","4","8128676","","None Reported","None Reported","","","","","","None Reported","","","Relief; Social Service; Disaster Aid; Social Welfare","07","Social Welfare Organizations","","","","",""
"TVPVNY235087022","The Benchmarking Network, Inc.","4606 FM 1960 W, Ste. 300","","","","","Houston, TX 77069-9949 USA","Houston","TX","77069-9949","United States","281","(281)440-5044","888-323-6246","(281)440-6677","additional@benchmarkingnetwork.com","http://www.benchmarkingnetwork.com; http://www.facebook.com/The-Benchmarking-Network-160948513979884; http://twitter.com/benchmarkingnet","9999; 8331","Nonclassifiable Establishments; Job Training and Related Services","","","1992","14","2000000","120000","None Reported","None Reported","","","","","","None Reported","","","Networking","01","Trade, Business, and Commercial Organizations","","","","",""
"GIIJKY865946458","Best Answer for Cancer Foundation (BAFC)","8127 Mesa, B-206, No. 243","","","","","Austin, TX 78759 USA","Austin","TX","78759","United States","512","(512)342-8181","","(512)276-6678","annie@bestanswerforcancer.org","http://www.bestanswerforcancer.org","","","","","2004","","","","None Reported","None Reported","","","","","","None Reported","","","Cancer; Health; Health Care; Alternative Medicine","08","Health and Medical Organizations","Annie Brandt","","","",""
"HSIHZB585865364","Boykin Spaniel Club and Breeders Association of America (BSCBAA)","PO Box 781","","","","","Cypress, TX 77410 USA","Cypress","TX","77410","United States","713","(713)501-1661","","","contact@theboykinspanielclub.com","http://theboykinspanielclub.com","","","","","","","","","None Reported","None Reported","","","","","","None Reported","","","Dog; Animal Breeding; Animal Research; Animals","13","Hobby and Avocational Organizations","Dana S. Weber","","","",""
"JQDUOF888978707","Bradley O'Martin Melanoma Foundation","655 Duncan Dr.","","","","","Coppell, TX 75019 USA","Coppell","TX","75019","United States","972","(972)462-7326","","","","http://www.bradsmelanomafoundation.org","","","","","","","","","None Reported","None Reported","","","","","","None Reported","","","Cancer; Medical Research; Health Education","08","Health and Medical Organizations","Yvonne O'Martin","","","",""
"QRLLHC510594693","Braunvieh Association of America (BAA)","PO Box 809","","","","","Adkins, TX 78101 USA","Adkins","TX","78101","United States","210","(210)561-2892","","(210)696-5031","baaoffice@braunvieh.org","http://braunvieh.org; http://www.facebook.com/BraunviehAssociationofAmerica; http://twitter.com/BraunviehAA","","","0751; 0211; 0212; 0211; 0212","Livestock Services; Beef Cattle Feedlots; Beef Cattle Except Feedlots; Beef Cattle Feedlots; Beef Cattle Except Feedlots","1984","","147020","","None Reported","None Reported","","","","","","None Reported","","","Cattle","02","Environmental and Agricultural Organizations","Jerry Jernigan","","","",""
"EOKBGY231056234","Breast Cancer Initiative East Africa (BCIEA)","9203 Hwy. 6 S, Ste. 124-164","","","","","Houston, TX 77083 USA","Houston","TX","77083","United States","281","(281)564-3150","","","","http://www.breastcancerafrica.org","","","","","2007","","","","None Reported","None Reported","","","","","","None Reported","","","Cancer; Health Services; Women; Breast Diseases; East Africa","08","Health and Medical Organizations","Philippa Kibugu-Decuir","","","",""
"SUONOK391666152","Burleson Family Association (BFA)","c/o Kaye P. Mills, VP_Membership","14343 Markham Glen","","","","San Antonio, TX 78247 USA","San Antonio","TX","78247","United States","","","","","","http://bfa4.homestead.com/bfa.html","","","7299; 8733","Miscellaneous Personal Services Nec; Noncommercial Research Organizations","1981","","","350","None Reported","None Reported","","","Booklet","quarterly","No","None Reported","","","Family Name Societies; Genealogy","12","Veterans', Hereditary, and Patriotic Organizations","Kaye P. Mills","","","",""
"ZUKFDC184160423","Business for Orphans (BFO)","8 Hickory Oak Dr.","","","","","The Woodlands, TX 77381 USA","The Woodlands","TX","77381","United States","832","(832)693-9185","","","james@businessfororphans.org","http://www.businessfororphans.com/bfo/Home; http://www.facebook.com/businessfororphans","","","","","2008","","","","None Reported","None Reported","","","","","","None Reported","","","Child Welfare; Business; Children; Child Care","07","Social Welfare Organizations","James Doherty","","","",""
"YKNXRB652182324","CADASIL Together We Have Hope (CTWHH)","3605 Monument Dr.","","","","","Round Rock, TX 78681-3707 USA","Round Rock","TX","78681-3707","United States","512","(512)255-0209","877-519-4673","","info@cadasilfoundation.org","http://home.earthlink.net/~cadasil","","","","","2005","","","","None Reported","None Reported","","","","","","None Reported","","","Disease; Genetic Disorders; Health; Medical Research","08","Health and Medical Organizations","Billie Duncan-Smith","","","",""
"IPNAJL516659083","Caregivers4Cancer","PO Box 153448","","","","","Irving, TX 75015 USA","Irving","TX","75015","United States","972","(972)513-0668","","","betty@caregivers4cancer.com","http://www.caregivers4cancer.com/index.html","","","8322; 8011; 8049; 8011; 8049","Individual and Family Services; Offices and Clinics of Medical Doctors; Offices of Health Practitioners Nec; Offices and Clinics of Medical Doctors; Offices of Health Practitioners Nec","","","","","None Reported","None Reported","","","","","","None Reported","","","Cancer; Oncology; Health Care","08","Health and Medical Organizations","Betty Garrett","","","",""
"BXCHTT122399790","CAS Forum of the Violin Society of America","14070 Proton Rd., Ste. 100, LB 9","","","","","Dallas, TX 75244-3601 USA","Dallas","TX","75244-3601","United States","972","(972)233-9107","","","office@vsaweb.org","http://www.catgutacoustical.org","","","8732; 8733","Commercial Nonphysical Research; Noncommercial Research Organizations","1963","1","","1700","None Reported","None Reported","","","Journal","","Yes","None Reported","","","Music","06","Cultural Organizations","Julius J. VandeKopple","","","",""
"YRZBXY749737520","Cast Bullet Association (CBA)","4206 S. Elm Ave.","","","","","Santa Fe, TX 77517 USA","Santa Fe","TX","77517","United States","281","(281)935-7610","","","chefreiss@gmail.com","http://www.castbulletassoc.org","","","7699; 7997","Repair Services Nec; Membership Sports and Recreation Clubs","1976","","54230","1900","None Reported","None Reported","","","","Second Edition","","None Reported","","","Shooting","14","Athletic and Sports Organizations","Steve Myers","","","",""
"MCVZDN133446471","Catholic Life Insurance (CLI)","1635 NE Loop 410","","","","","San Antonio, TX 78209-1625 USA","San Antonio","TX","78209-1625","United States","210","(210)828-9921; (210)828-5529","800-262-2548","(210)828-4629","mscenter@cliu.com","http://www.cliu.com; http://www.facebook.com/CatholicLifeInsurance","","","6311","Life Insurance","1901","70","114548914","","None Reported","None Reported","","","","","","None Reported","","","Catholic","10","Fraternal, Nationality, and Ethnic Organizations","Thomas Berger","","","",""
"POXTBQ880039051","Center for Occupational Research and Development (CORD)","4901 Bosque Blvd., 2nd Fl.","","","","","Waco, TX 76710 USA","Waco","TX","76710","United States","254","(254)772-8756","800-972-2766","(254)772-8972","","http://www.cord.org","","","8733","Noncommercial Research Organizations","1979","17","1695454","","None Reported","None Reported","","","Paper; Report; Booklet","monthly","No","None Reported","","","Educational Reform","05","Educational Organizations","Dr. Richard Hinckley","","","",""
"NKCWFN511212025","Champagne d'Argent Rabbit Federation (CDRF)","c/o Ray Alexander, President","42250 Cedar Creek Rd.","","","","Hempstead, TX 77445 USA","Hempstead","TX","77445","United States","281","(281)794-2001","","","","http://champagnedargent.weebly.com","","","0271; 0751","Fur-Bearing Animals and Rabbits; Livestock Services","1921","","","300","None Reported","None Reported","","","","","","None Reported","","","Rabbits; Animal Breeding","02","Environmental and Agricultural Organizations","","","","",""
"IOWBDU867751038","Chapman Family Association (CFA)","c/o Robert L. Sonfield, Executive Director","770 S Post Oak Ln., Ste 435","","","","Houston, TX 77056-1913 USA","Houston","TX","77056-1913","United States","713","(713)877-8333","","","robert@sonfield.com","http://www.chapmanfamilies.org; http://www.facebook.com/groups/211432662225439","","","","","1994","10","","259","None Reported","None Reported","","","","","","None Reported","","","Family Name Societies","12","Veterans', Hereditary, and Patriotic Organizations","Elizabeth Codding","","","",""
"SGYMTE534228260","Chihuahuan Desert Research Institute (CDRI)","43869 State Hwy. 19","","","","","Fort Davis, TX 79734 USA","Fort Davis","TX","79734","United States","432","(432)364-2499","","(432)364-2686","","http://cdri.org; http://www.facebook.com/Chihuahuan-Desert-Research-Institute-31743057682/?ref=aymt_homepage_panel; http://twitter.com/CDRINature","","","8733","Noncommercial Research Organizations","1974","7","70000","","Yes","None Reported","","","Newsletter","semiannual","","Yes","meeting","","Conservation","02","Environmental and Agricultural Organizations","Shirley Powell","","","",""
"TNIFDR536593896","CHRISTAR","1500 International Pky., Ste. 300","","","","","Richardson, TX 75081 USA","Richardson","TX","75081","United States","214","(214)838-3800","800-755-7955","(214)237-7515","info@christar.org","http://www.christar.org; http://www.facebook.com/christarusa; http://twitter.com/christarusa","8322; 2741","Individual and Family Services; Miscellaneous Publishing","","","1930","2","567995","","None Reported","None Reported","","","","","","None Reported","","","Mission","11","Religious Organizations","Steve Coffey","","","",""
"SWPCNA222635876","Christian Communications, Inc. of USA (CCIUSA)","9600 Bellaire Blvd., No. 111","","","","","Houston, TX 77036 USA","Houston","TX","77036","United States","713","(713)778-1155; (713)778-1144","","","cciusahouston@gmail.com","http://www.cc-us.org/usa/index_eng.html","","","7389","Business Services Nec","1982","4","150000","","None Reported","None Reported","","","","","","None Reported","","","Christian","11","Religious Organizations","","","","",""
"JYISYJ888578852","Christian Wrestling Federation (CWF)","331 County Line Rd.","","","","","Rockwall, TX 75032 USA","Rockwall","TX","75032","United States","214","(214)460-0477","","","","http://www.christianwrestling.com; http://www.facebook.com/ChristianWrestlingFederation; http://twitter.com/CWFTexas","","","","","2000","","","","None Reported","None Reported","","","","","","None Reported","","","Wrestling; Christian; Evangelism; Religion; Sports","14","Athletic and Sports Organizations","","","","",""
"VVRTDV126627480","Chromosome 18 Registry and Research Society","7155 Oakridge Dr.","","","","","San Antonio, TX 78229-3640 USA","San Antonio","TX","78229-3640","United States","210","(210)657-4968","","","office@chromosome18.org","http://www.chromosome18.org; http://www.facebook.com/chromosome18Registry; http://www.linkedin.com/company/3604926; http://twitter.com/Chromosome18Reg","","","8322","Individual and Family Services","1990","3","502496","500","None Reported","None Reported","","","Newsletter","quarterly","No","None Reported","","","Genetic Disorders","08","Health and Medical Organizations","Kristen Earl","","","",""
"MPQQJD176759106","Citizens for Affordable Energy (CFAE)","1302 Waugh Dr., No. 940","","","","","Houston, TX 77019-3908 USA","Houston","TX","77019-3908","United States","713","(713)523-7333","","(888)318-7878","contact@cfaenergy.org","http://citizensforaffordableenergy.com","","","","","","","","","None Reported","None Reported","","","","","","None Reported","","","Energy; Petroleum; Natural Resources; Environment; Alternative Technology","04","Engineering, Technological, and Natural and Social Sciences Organizations","Dr. Karen Hofmeister","","","",""
"CKDRXM045733490","Clan Johnston/e in America","c/o J. J. Johnston, President","4207 Leona River","","","","San Antonio, TX 78253 USA","San Antonio","TX","78253","United States","210","(210)560-2639","","","info@clanjohnstone.org","http://www.clanjohnstone.org","","","7299; 8733","Miscellaneous Personal Services Nec; Noncommercial Research Organizations","1976","","7630","","Yes","None Reported","","","Newsletter","quarterly","No","None Reported","","","Family Name Societies","12","Veterans', Hereditary, and Patriotic Organizations","J.J. Johnston","","","",""
"OGBDOJ616304631","Clan Scott Society","PO Box 13021","","","","","Austin, TX 78711-3021 USA","Austin","TX","78711-3021","United States","","","","","","http://www.clanscottsociety.org","","","7299; 8733","Miscellaneous Personal Services Nec; Noncommercial Research Organizations","1971","","","1100","None Reported","None Reported","","","Newsletter","quarterly","Yes","Yes","meeting","Yes","Family Name Societies; Genealogy; Scottish","12","Veterans', Hereditary, and Patriotic Organizations","Mr. David Scott","","","",""
"WVWXFJ357149766","Cleaning Equipment Trade Association (CETA)","11450 US Highway 380, Ste. 130","","","","","Crossroads, TX 76227 USA","Crossroads","TX","76227","United States","704","(704)635-7362","800-441-0111","(704)635-7363","info@ceta.org","http://www.ceta.org","5084","Industrial Machinery and Equipment","3822; 5087","Environmental Controls; Service Establishment Equipment","1980","3","","","None Reported","None Reported","","","Membership directory","annual","Yes","Yes","tradeshow","","Maintenance","01","Trade, Business, and Commercial Organizations","Chad Rasmussen","","","",""
"UREHTL217745996","Cleaning for a Reason","211 S Stemmons, Ste. G","","","","","Lewisville, TX 75067 USA","Lewisville","TX","75067","United States","","","877-337-3348","","info@cleaningforareason.org","http://www.cleaningforareason.org; http://www.facebook.com/cleaningforareason; http://twitter.com/clean4areason","","","","","","","","7","None Reported","None Reported","","","","","","None Reported","","","Cancer; Social Welfare; Service","07","Social Welfare Organizations","Lynne Frankenfield","","","",""
"QDPSSL377634670","Coalition of National Health Education Organizations (CNHEO)","Department of Health & Kinesiology ","Texas A&M University","316C Blocker","TAMU 4243","","College Station, TX 77843 USA","College Station","TX","77843","United States","979","(979)845-3503","","(979)847-8987","kwilson@hlkn.tamu.ed","http://www.cnheo.org; http://twitter.com/CNHEO","","","8299","Schools and Educational Services Nec","1972","","","10","None Reported","None Reported","","","","","","Yes","meeting","","Medical Education","05","Educational Organizations","Kelly L. Wilson","","","",""
"EUPHIN452939976","Coastal Conservation Association (CCA)","6919 Portwest Dr., Ste. 100","","","","","Houston, TX 77024-8049 USA","Houston","TX","77024-8049","United States","713","(713)626-4234","","(713)626-5852","ccantl@joincca.org","http://www.joincca.org; http://www.facebook.com/CCANational; http://twitter.com/CCANational","","","8399","Social Services Nec","1977","55","9000000","100000","None Reported","None Reported","","","Magazine","bimonthly","Yes","None Reported","","","Conservation","02","Environmental and Agricultural Organizations","","","","",""
"NORYMM545021221","Committee for the Advancement of Role-Playing Games (CAR-PGa)","1127 Cedar St.","","","","","Bonham, TX 75418-2913 USA","Bonham","TX","75418-2913","United States","","","","","","http://www.car-pga.org","","","7999","Amusement and Recreation Nec","1987","1","350","50","None Reported","None Reported","","","Newsletter; Paper; Survey","monthly","No","None Reported","","","Games","13","Hobby and Avocational Organizations","Alan M. Thomas, II","","","",""
"IIPKVN673107777","Community Colleges for International Development (CCID)","c/o Lone Star College","Bldg. 11, Rm. 11296","20515 State Highway 249","","","Houston, TX 77070 USA","Houston","TX","77070","United States","281","(281)401-5389","","","info@ccidinc.org","http://www.ccidinc.org; http://www.facebook.com/CCIDInc/; http://www.linkedin.com/company/5830583; http://twitter.com/CCID_global","","","8222; 8299","Junior Colleges; Schools and Educational Services Nec","1976","10","1760","150","None Reported","Yes","Monetary; Recognition","","","","","None Reported","","","International Exchange","05","Educational Organizations","","","","",""
"VQRFFA502457822","Concentra Occupational Health Research Institute (COHRI)","5080 Spectrum Dr., Ste. 1200","","","","","Addison, TX 75001 USA","Addison","TX","75001","United States","","","","","","http://www.cohri.net","","","8733","Noncommercial Research Organizations","2000","","","","None Reported","None Reported","","","","","","None Reported","","","Occupational Safety and Health; Preventive Medicine; Continuing Education; Medical Education; Medical Research","08","Health and Medical Organizations","W. Tom Fogarty","","","",""
"VKEFKO038731738","Council for Environmental Education (CEE)","5555 Morningside Dr., Ste. 212","","","","","Houston, TX 77005 USA","Houston","TX","77005","United States","713","(713)520-1936","","(713)520-8008","info@councilforee.org","http://www.councilforee.org","","","8399","Social Services Nec","1970","11","","73","None Reported","None Reported","","","","","","None Reported","","","Environment","05","Educational Organizations","Josetta Hawthorne","","","",""
"GEGTEE444221637","Council of American Instructors of the Deaf (CAID)","c/o Helen Lovato, Office Manager, PO Box 377","","","","","Bedford, TX 76095-0377 USA","Bedford","TX","76095-0377","United States","817","(817)354-8414","","","office.manager@caid.org","http://www.caid.org; http://www.facebook.com/CAIDOrg; http://twitter.com/caidofficial","","","8211","Elementary and Secondary Schools","1850","","80000","","None Reported","None Reported","","","Directory; Newsletter","April; annual; quarterly","Yes","None Reported","","","Hearing Impaired","08","Health and Medical Organizations","Helen Lovato","","","",""
"LHFGVK014077040","Council of Emergency Medicine Residency Directors (CORD)","4950 W Royal Ln.","","","","","Irving, TX 75063 USA","Irving","TX","75063","United States","","","888-444-2090","(972)692-5347","cord@cordem.org","http://www.cordem.org; http://www.facebook.com/cordem.org; http://twitter.com/cord_em","","","8221; 8011; 8062; 8011; 8062","Colleges and Universities; Offices and Clinics of Medical Doctors; General Medical and Surgical Hospitals; Offices and Clinics of Medical Doctors; General Medical and Surgical Hospitals","1989","","","","None Reported","None Reported","","","","","","None Reported","","","Emergency Medicine; Medical Education","08","Health and Medical Organizations","","","","",""
"FFTGVO302146896","Council on Ionizing Radiation Measurements and Standards (CIRMS)","PO Box 262333","","","","","Plano, TX 75026 USA","Plano","TX","75026","United States","301","(301)591-8776","","(972)883-5725","cirms@cirms.org","http://www.cirms.org","","","8731","Commercial Physical Research","1991","","","","None Reported","Yes","Grant","","Report","","No","None Reported","","","Radiation","04","Engineering, Technological, and Natural and Social Sciences Organizations","Walter E. Voit","","","",""
"PRSOKT145482826","Country School Association of America (CSAA)","210 N Kansas Ave.","","","","","League City, TX 77573 USA","League City","TX","77573","United States","281","(281)554-2994","","","","http://www.countryschoolassociation.org; http://www.facebook.com/#!/CountrySchoolAssociationofAmerica","8299","Schools and Educational Services Nec","","","2006","","","","None Reported","Yes","Award; Monetary; Recognition; Grant","","","","","None Reported","","","Historic Preservation","06","Cultural Organizations","Maureen O'Connor-Leach","","","",""
"HUMTAB042345095","Cowboys for Christ (CFC)","PO Box 7557","","","","","Fort Worth, TX 76111 USA","Fort Worth","TX","76111","United States","817","(817)236-0023","","","cfcmail@cowboysforchrist.net","http://www.cowboysforchrist.net","2711; 2741","Newspapers; Miscellaneous Publishing","","","1970","4","122899","","None Reported","None Reported","","","Newspaper","monthly","No","None Reported","","","Christian","11","Religious Organizations","Dave Harvey","","","",""
"LMFKZT234999002","Credit Union Information Security Professionals Association (CUISPA)","1717 W 6th St., Ste. 112","","","","","Austin, TX 78703 USA","Austin","TX","78703","United States","512","(512)465-9711","888-475-4440","","","http://www.cuispa.org","","","7382; 6061; 6062; 6061; 6062","Security Systems Services; Federal Credit Unions; State Credit Unions; Federal Credit Unions; State Credit Unions","","","","","None Reported","None Reported","","","","","","None Reported","","","Information Technology; Credit Unions; Computer Security","04","Engineering, Technological, and Natural and Social Sciences Organizations","Kelly Dowell","","","",""
"ROZBGZ995926157","Culligan Dealers Association of North America (CDANA)","Bldg. 1600-B","14101 Highway 290 W","","","","Austin, TX 78737 USA","Austin","TX","78737","United States","512","(512)894-4106","","(512)858-0486","","http://www.cdana.org","","","7389","Business Services Nec","","","","","None Reported","None Reported","","","Magazine","quarterly","Yes","None Reported","","","Franchising","01","Trade, Business, and Commercial Organizations","Bob Boerner","","","",""
"USWMFZ251311687","Customer Satisfaction Measurement Benchmarking Association (CSMA)","c/o Benchmarking Network","4606 FM 1960 Rd. W, Ste. 250","","","","Houston, TX 77069-4617 USA","Houston","TX","77069-4617","United States","281","(281)440-5044","","(281)440-6677","","http://csmassociation.org","","","7389; 8743; 8748; 8743; 8748","Business Services Nec; Public Relations Services; Business Consulting Services Nec; Public Relations Services; Business Consulting Services Nec","1998","14","2000000","4500","None Reported","None Reported","","","","","","None Reported","","","Business; Consumers","01","Trade, Business, and Commercial Organizations","","","","",""
"YJJTEV874725951","Cyberspace Bar Association","8828 Greenville Ave.","","","","","Dallas, TX 75243 USA","Dallas","TX","75243","United States","214","(214)343-7400","","","","http://www.cyberbar.net","","","8111","Legal Services","1995","","","","None Reported","None Reported","","","","","","None Reported","","","Law; Legal; Internet; Legal Services; Technology","03","Legal, Governmental, Public Administration, and Military Organizations","E.X. Martin, III","","","",""
"OCIEDH681163603","Dance/Drill Team Directors of America (DTDA)","339 Van Bibber Rd.","","","","","Salado, TX 76571 USA","Salado","TX","76571","United States","254","(254)947-0613","800-462-5719","(254)947-3040","contact@danceadts.com","http://www.danceadts.com; http://www.twitter.com/DanceADTS","","","8299","Schools and Educational Services Nec","","","","","None Reported","None Reported","","","","","","None Reported","","","Dance; Artists; Performing Arts; Schools; Students","06","Cultural Organizations","Joyce Eaton Pennington","","","",""
"QTEJGA575997704","Descendants of Mexican War Veterans (DMWV)","PO Box 461941","","","","","Garland, TX 75046-1941 USA","Garland","TX","75046-1941","United States","","","","","mexicanwarjournal@sbcglobal.net","http://www.dmwv.org","8641","Civic and Social Associations","7299","Miscellaneous Personal Services Nec","1989","","","","None Reported","None Reported","","","Newsletter; Periodical; Journal","quarterly; semiannual","No","None Reported","","","Mexican War","12","Veterans', Hereditary, and Patriotic Organizations","","","","",""
"ZPJJHV529448684","Developmental Disabilities Nurses Association (DDNA)","1501 S Loop 288, Ste. 104 - 381","","","","","Denton, TX 76205 USA","Denton","TX","76205","United States","","","800-888-6733","(844)336-2329","","http://www.ddna.org; http://www.facebook.com/ddnanational; http://www.linkedin.com/in/ddnanational; http://twitter.com/ddnanational","","","8051","Skilled Nursing Care Facilities","1992","2","234048","1100","None Reported","Yes","Recognition","","","","","None Reported","","","Nursing","08","Health and Medical Organizations","Wendy Herbers, RN","","","",""
"JMRXDC625780461","DogsBite.org","PO Box 12443","","","","","Austin, TX 78711 USA","Austin","TX","78711","United States","","","","","general@dogsbite.org","http://www.dogsbite.org; http://www.facebook.com/dogsbite.org; http://twitter.com/dogsbite","","","","","","","","","None Reported","None Reported","","","","","","None Reported","","","Safety; Dog","07","Social Welfare Organizations","Colleen Lynn","","","",""
"XUCOOB297592009","EMDR International Association (EMDRIA)","5806 Mesa Dr., Ste. 360","","","","","Austin, TX 78731-3785 USA","Austin","TX","78731-3785","United States","","","866-451-5200","(512)451-5256","info@emdria.org","http://www.emdria.org; http://www.facebook.com/EMDRInternationalAssociation; http://www.linkedin.com/groups/1449207/profile; http://twitter.com/EMDRIA","","","8011","Offices and Clinics of Medical Doctors","1995","9","1493571","4000","None Reported","None Reported","","","Brochure; Newsletter; Journal","monthly; quarterly","Yes","Yes","conference","Yes","Psychotherapy","08","Health and Medical Organizations","Evelyn Wright","","","",""
"SKTLQH714195978","Exotic Wildlife Association (EWA)","105 Henderson Branch Rd. W","","","","","Ingram, TX 78025-5078 USA","Ingram","TX","78025-5078","United States","830","(830)367-7761","","(830)367-7762","info@myewa.org","http://myewa.org; http://www.facebook.com/Exotic-Wildlife-Association-101839113198118","","","","","1967","7","604452","1000","None Reported","None Reported","","","Magazine; Directory","quarterly; semiannual","Yes","Yes","meeting","","Wildlife Conservation","02","Environmental and Agricultural Organizations","Charly Seale","","","",""
"VIXNRM251043820","Farm and Ranch Freedom Alliance (FARFA)","PO Box 809","","","","","Cameron, TX 76520 USA","Cameron","TX","76520","United States","254","(254)697-2661","","","info@farmandranchfreedom.org","http://farmandranchfreedom.org; http://www.facebook.com/FarmAndRanchFreedom; http://twitter.com/farfa_org","","","0291","General Farms--Primarily Animal","","8","74295","","None Reported","None Reported","","","","","","None Reported","","","Farming; Agricultural Development; Farm Management; Sustainable Agriculture","02","Environmental and Agricultural Organizations","Judith McGeary","","","",""
"DQUVEQ008052973","Federation of Fire Chaplains (FFC)","c/o Ed Stauffer, Executive Director","PO Box 437","","","","Meridian, TX 76665 USA","Meridian","TX","76665","United States","254","(254)435-2256","","(254)435-2256","chapdir1@aol.com","http://firechaplains.org","","","8661","Religious Organizations","1978","","164738","250","None Reported","None Reported","","","","","","None Reported","","","Chaplains","11","Religious Organizations","Jim Cook","","","",""
