Information here is subject to the policy as set forth by Gale in the terms and conditions found here: https://support.gale.com/terms/

Search Terms, "Directory Title ("Publishers Directory") And Edition (41)  LIMITS: Database (Publishers Directory)"

Document Number,Entity Name,Main Address - Street1,Main Address - Street2,Main Address - Street3,Main Address - Street4,Main Address - Street5,Composed City,City,State Code,Zip Code,Country,Telephone Area Code,Telephone Number,Toll Free Number,Fax Number,Organization Email Address,Organization Website URL,Annual Sales,Officer 1,Officer 2,Officer 3,Officer 4,Officer 5
"XSJGOA122817349","BET Networks","One BET Plz., 1235 W St. NE","","","","","Washington, DC 20018-1211 USA","Washington","DC","20018-1211","United States","202","(202)608-2000","","(202)608-2896","content@bet.com","http://www.bet.com","","Debra L. Lee","Richard Gay","","",""
"TDZHLT887592400","Better Government Association","223 W Jackson Blvd., Ste. 900","","","","","Chicago, IL 60606 USA","Chicago","IL","60606","United States","312","(312)427-8330","","(312)821-9038","info@bettergov.org","http://www.bettergov.org","","Andy Shaw","Robert Herguth","Patrick Rehkamp","John Conroy","Bob Reed"
"HBKHXQ796169890","Betty Boyink Publishing","3731 Sunrise Lake","","","","","Milford, PA 18337 USA","Milford","PA","18337","United States","570","(570)369-3992","800-347-3261","","qbu@qbu.com","","","R. H. Roberts","Betty Boyink","","",""
"FGFPSL367173974","Betty Robertson Kaufman","2117 S Harlan St.","","","","","Denver, CO 80227-3617 USA","Denver","CO","80227-3617","United States","303","(303)985-9437","","","","","432000","Duane Kaufman","","","",""
"QIQXIT191637007","Beulah Publishing","1813-110 Ave.","","","","","Dawson Creek, BC, Canada V1G 2W5","Dawson Creek","BC","V1G 2W5","Canada","250","(250)782-9622","","","","","","Cathy Esselink","Catherine Esselink","Grace Peters","",""
"EKNCLU344825809","Beverage Marketing Corp.","PO Box 126","","","","","Mingo Junction, OH 43938 USA","Mingo Junction","OH","43938","United States","740","(740)598-4133","800-275-4630","(740)598-3977","consulting@beveragemarketing.com","http://www.beveragemarketing.com","","Robert Chapman","Andrew Standardi","Deborah Sustik","",""
"TMBITB250166962","Beyond Baroque Foundation Publications","681 Venice Blvd.","","","","","Venice, CA 90291 USA","Venice","CA","90291","United States","310","(310)822-3006","","(310)827-7432","info@beyondbaroque.org","http://www.beyondbaroque.org","","Richard Modiano","Jessica Pompei","Jerry Garcia","Carlye Archibeque","Lisa Lane"
"UFZLEV383202747","Beyond Productions","Hollywood Production Ctr.","1149 N Gower St., Ste. 102-D","","","","Los Angeles, CA 90038 USA","Los Angeles","CA","90038","United States","","","","","","http://www.beyond.com.au","","","","","",""
"LXXIMP549971962","Beyond Words Publishing Inc.","20827 NW Cornell Rd., Ste. 500","","","","","Hillsboro, OR 97124 USA","Hillsboro","OR","97124","United States","503","(503)531-8700","","(503)531-8773","info@beyondword.com","http://www.beyondword.com","5000000","Tim Schroeder","Richard E. Cohn","Rachel Hayward","Lindsay Brown","Karen Preston"
"FBQBNN402347713","BFS Publications","11601 Montana Ave., Ste. 6","","","","","Los Angeles, CA 90049-4688 USA","Los Angeles","CA","90049-4688","United States","310","(310)820-5074","","(310)820-5074","bfspublications@aol.com","http://www.bfspublications.com","","Barbara Frank Shafer","","","",""
"BTDFSS778488948","B House Publications","700, 933 17th Ave. SW","","","","","Calgary, AB, Canada T2T 5R6","Calgary","AB","T2T 5R6","Canada","","","866-433-1096","(866)433-1096","contributions@bhousepublications.com","","","Michael J. Finner","Eugene Stickland","Brent Verbin","",""
"WADKIY442028892","BIA/Kelsey","15120 Enterprise Ct.","","","","","Chantilly, VA 20151 USA","Chantilly","VA","20151","United States","703","(703)818-2425","800-331-5086","","sales@biakelsey.com","http://www.biakelsey.com","12743000","MacKenzie Lovings","Bobbi Loy-Luster","William Redpath","Thomas J. Buono","Steve Passwaiter"
"PACUVZ930821012","Biblical Archaeology Society","4710 41st St. NW","","","","","Washington, DC 20016 USA","Washington","DC","20016","United States","202","(202)364-3300","800-221-4644","","info@biblicalarchaeology.org","http://www.biblicalarchaeology.org","241000","Suzanne F. Singer","Susan Laden","Judith Sudilovsky","Joey Corbett","Hershel Shanks"
"FJVYDG406948809","Bibli O'Phile Publishing Co.","25199 Carlsbad Ave.","","","","","Davis, CA 95616-9434 USA","Davis","CA","95616-9434","United States","","","800-255-1660","","johayden@ucdavis.edu","http://www.ggweb.com/books/bibliophile/homepage.html","","John O. Hayden","","","",""
"WRGUEG900047927","The Bibliographer","14 Ponderosa Ave.","","","","","Nashua, NH 03062-1018 USA","Nashua","NH","03062-1018","United States","","","","","","","","Helen F. Evans","","","",""
"BTJAHN402830563","Bibliographical Society of Canada","360 Bloor St. W","","","","","Toronto, ON, Canada M5S 3C9","Toronto","ON","M5S 3C9","Canada","","","","","","http://www.bsc-sbc.ca","","Tom Vincent","Roger Meloche","John Shoesmith","Greta Golick","Eli MacLaren"
"GTUERZ445807424","Biblio Press","PO Box 20195, London Terrace Sta.","","","","","New York, NY 10011-0008 USA","New York","NY","10011-0008","United States","212","(212)989-2755","800-698-7781","(203)459-5095","","","","P. V. Adelman","Marc Chagall","Prof. Judith Baskin","Doris B. Gold","Bela Chagall"
"QYOEQP958906128","Bibliotheca Persica Press","450 Riverside Dr., Ste. 4","","","","","New York, NY 10027 USA","New York","NY","10027","United States","","","","","","","22600000","Ehsan Yarshater","","","",""
"WVVQOC859455123","Bibliotheque et Archives nationales du Quebec","2275 rue Holt","","","","","Montreal, QC, Canada H2G 3H1","Montreal","QC","H2G 3H1","Canada","514","(514)873-1100","800-363-9028 (Quebec)","(514)873-9312","","http://www.banq.qc.ca","349626000","Madam Lise Bissonnette","Lise Bergeron","Helene Roussel","Guy Berthiaume","Claude Fournier"
"EWZHES970853097","Bick Publishing House","16 Marion Rd.","","","","","Branford, CT 06405 USA","Branford","CT","06405","United States","203","(203)208-5253","","(203)208-5253","bickpubhse@aol.com","http://www.bickpubhouse.com","30000","Jen Payne","Kishore Khairnar","Nancy Teasdale","Dale Carlson",""
"YBLYCP380576881","Biennix Corp.","2490 Black Rock Tpke., Ste. 354","","","","","Fairfield, CT 06825-2400 USA","Fairfield","CT","06825-2400","United States","203","(203)254-1727","888-243-6649","(203)254-8195","","http://www.legalcareer.com","2500000","D. J. Ennico","Cliff Ennico","","",""
"NDKQNQ632314473","Big Body Publishing LLC","PO Box 830","","","","","Bronx, NY 10473 USA","Bronx","NY","10473","United States","347","(347)903-9340","","","","http://bigbodypublishing.com","","Michelle Cuttino","","","",""
"OWDTSV146633319","Big Fat Pen Publishing Inc.","742-1489 Marine Dr.","","","","","West Vancouver, BC, Canada V7T 1B8","West Vancouver","BC","V7T 1B8","Canada","604","(604)913-8462","","","","http://bigfatpen.com","","Tina Powell","","","",""
"OZGXJM935585237","Big Idea Inc.","230 Franklin Rd., Ste. 2A","","","","","Franklin, TN 37064 USA","Franklin","TN","37064","United States","","","","","customerservice@bigidea.com","http://www.bigidea.com","257200000","Phillip Vischer","Nebby K. Nezzer","","",""
"CTXEUY529675665","Big Little Books","PO Box 1242","","","","","Danville, CA 94526 USA","Danville","CA","94526","United States","","","","","larry@biglittlebooks.com","http://www.biglittlebooks.com","","Larry Lowery","","","",""
"EWUXSC490156360","Big Mamas Publishing House","PO Box 34702","","","","","Detroit, MI 48234 USA","Detroit","MI","48234","United States","313","(313)580-4121","","","gingerbreadboygb@aol.com","http://www.bigmamaspublishinghouse.com","","Diane M. Lockett","","","",""
"CXAMGJ255183199","Big Nickel Publications","PO Box 3651, Florence Villa Sta.","","","","","Winter Haven, FL 33885-3651 USA","Winter Haven","FL","33885-3651","United States","","","","","bignickel@earthlink.net","","","Galen Cart","","","",""
"XRBGSY608711699","Bigoni International Publishing Corp.","1107 NW 14th Ave.","","","","","Portland, OR 97209 USA","Portland","OR","97209","United States","503","(503)358-0354","","(503)961-1679","","http://www.bigoni.us","","","","","",""
"IOLECF170039316","Bilingual Publications Co.","270 Lafayette St.","","","","","New York, NY 10012 USA","New York","NY","10012","United States","212","(212)431-3500","","(212)431-3567","","","","Linda E. Goodman","","","",""
"DEYWYY715420900","Billboard.biz","PO Box 3595","","","","","Northbrook, IL 60065-3595 USA","Northbrook","IL","60065-3595","United States","845","(845)267-3007","800-658-8372","","","http://www.billboard.com","","Jessica Letkemann","Gary Trust","Reg Gonzales","",""
"HRFGPQ213743541","Billiard Congress of America","10900 W 120th Ave., Ste. B7","","","","","Broomfield, CO 80021-2758 USA","Broomfield","CO","80021-2758","United States","303","(303)243-5070","","","","http://www.bca-pool.com","","Shane Tyree","Rob Johnson","","",""
"HKAJKG643969706","Billion Dollar Graphics","7308 Ivycrest Pl., Ste. 201","","","","","Annandale, VA 22003 USA","Annandale","VA","22003","United States","703","(703)608-9568","","","info@billiondollargraphics.com","http://www.billiondollargraphics.com","","","","","",""
"JLRBDE983595966","Bill Spiedel's Underground Tour","608 1st Ave.","","","","","Seattle, WA 98104-2210 USA","Seattle","WA","98104-2210","United States","206","(206)682-4646","","","","http://www.undergroundtour.com","1999000","Sunny Speidel","Shannon Franky","Penny Truitt","Craig Montgomery","Chuck Russel"
"OUAVLL110533468","Biofeedback Press","2166 Hayes St., Ste. 203","","","","","San Francisco, CA 94117 USA","San Francisco","CA","94117","United States","415","(415)921-6500","","(415)921-5455","","","50000","George Fuller von Bozzay","","","",""
"JWWWFY429384872","Biohistorical Press","8215 Belden Blvd.","","","","","Cottage Grove, MN 55016-2646 USA","Cottage Grove","MN","55016-2646","United States","","","","","","","","Dr. Lana Corrine Cantrell","","","",""
"ATSSOL605350091","Biomedical Engineering Society","8201 Corporate Dr., Ste. 1125","","","","","Landover, MD 20785-2224 USA","Landover","MD","20785-2224","United States","301","(301)459-1999","877-871-2637","(301)459-2444","","http://www.bmes.org","1002000","Gilda A. Barabino","Edward L. Schilling","Doug Beizer","Michele Surricchio","Valerie Kolmaister"
"ASKMTI273161275","Birchbark Books","2115 W 21st St.","","","","","Minneapolis, MN 55405 USA","Minneapolis","MN","55405","United States","612","(612)374-4023","","","info@birchbarkbooks.com","http://birchbarkbooks.com","000","","","","",""
"IXRGRH944997418","Birch Lane Press","600 Madison Ave.","","","","","New York, NY 10022-6222 USA","New York","NY","10022-6222","United States","212","(212)407-1500","","","","","","Steven Schragis","Hillel Black","Bruce Bender","",""
"UEFNCJ609438560","Birkhauser Boston","675 Massachusetts Ave., 12th Fl.","","","","","Cambridge, MA 02139-3309 USA","Cambridge","MA","02139-3309","United States","617","(617)876-2333","800-777-4643","(617)876-1272","service@birkhauser.com","http://www.springer.com","7500000","George Scotti","Christel Keurentjes","Brett Rubinstein","Derk Haank",""
"TEAQKN747888581","Birth Day Publishing Co.","767 Amiford Dr.","","","","","San Diego, CA 92167 USA","San Diego","CA","92167","United States","619","(619)224-4036","","(619)224-7586","","","","Samuel H. Sandweiss","","","",""
"BBHJNO431598917","Bishop Publishing Co.","2131 Trimble Way","","","","","Sacramento, CA 95825 USA","Sacramento","CA","95825","United States","1; 916","(916)971-4987","","","","","4800000","Roland Dickison","Robert Cooper","","",""
"JYXVMN568360017","Bisk Education Inc.","9417 Princess Palm Ave.","","","","","Tampa, FL 33619 USA","Tampa","FL","33619","United States","813","(813)621-6200","800-874-7877","","bisk@bisk.com","http://www.bisk.com","8100000","Chris Wilford","Dan Rehn","Kathy McDonald","Pete Schatschneider","Ernie Nieves"
"ZKOOCU298941552","Bitterbrook INV","915 McLeod Ave., Ste. 1","","","","","Winnipeg, MB, Canada R2G 0Y4","Winnipeg","MB","R2G 0Y4","Canada","204","(204)668-6178","","(204)661-0864","","","","Alex Schorn","","","",""
"EKETXP943592159","Bittersweet Publishing Co.","PO Box 1211","","","","","Livermore, CA 94551-1211 USA","Livermore","CA","94551-1211","United States","925","(925)455-4826","","(510)455-4826","","","30000","Marcus Libkind","","","",""
"YCZNKR794534242","BizBest Media Corp.","881 Alma Real Dr., Ste. 220","","","","","Pacific Palisades, CA 90272 USA","Pacific Palisades","CA","90272","United States","310","(310)230-6868","","(310)454-6130","","http://www.bizbest.com","","Daniel Kehrer","","","",""
"EKLFXU980008180","B. Klein Publications","PO Box 6578","","","","","Delray Beach, FL 33482 USA","Delray Beach","FL","33482","United States","561","(561)496-3316","","(561)496-5546","","","1000000","Bernard Klein","","","",""
"MXAUHO978145573","Black's Guide Inc. (Addison, Texas)","16415 Addison Rd., Ste. 316, LB-14","","","","","Addison, TX 75001-3262 USA","Addison","TX","75001-3262","United States","972","(972)931-1299","","","jsebastian@blacksguide.com","","","Arthur Tobani","Julie Sebastian","","",""
"ZPXGLT068294797","Black and Red Books","PO Box 02374","","","","","Detroit, MI 48202-0374 USA","Detroit","MI","48202-0374","United States","","","","","","http://www.blackandred.org","5000","Fredy Perlman","","","",""
"CQPRTP772140178","Black Balloon Publishing L.L.C.","50 Wand Ave.","","","","","Easthampton, MA 01027 USA","Easthampton","MA","01027","United States","","","","","","http://www.blackballoonpublishing.com","","","","","",""
"QMEXOT561235841","Black Dress Press","PO Box 1067","","","","","New York, NY 10014 USA","New York","NY","10014","United States","212","(212)504-8222","","(212)504-8222","editor@spinning-jenny.com","http://www.spinning-jenny.com","5100000","Maureen Alsop","C. E. Harrison","Adam B. Bohannon","Bridget Bell","Nate Pritts"
"YLEPPT306694359","Blackeye Press","PO Box 1107","","","","","Aptos, CA 95001 USA","Aptos","CA","95001","United States","831","(831)687-0745","","","","","2500000","Ken Armstrong","","","",""
"JWKQKP584798153","Black Family Press","PO Box 150217","","","","","Dallas, TX 75315 USA","Dallas","TX","75315","United States","214","(214)428-3761","","(972)296-1004","","http://www.blackfamilypress.net","","Eddie B. Lane","","","",""
"GISVOA465399632","Black Hat Publishing","5208 44th Ave. NW","","","","","Calgary, AB, Canada T3A 0L8","Calgary","AB","T3A 0L8","Canada","403","(403)288-5734","","(403)288-5415","blackhatpub@shaw.ca","","","Don M. McKay","","","",""
"DUUBGU430545825","Black Heron Press","PO Box 13396","","","","","Mill Creek, WA 98082-1396 USA","Mill Creek","WA","98082-1396","United States","","","","","","http://www.blackheronpress.com","4800000","Ron Dakron","Jerry Gold","","",""
"DSRWIZ391831909","Black Hill Press","PO Box 2584","","","","","Orange, CA 92859 USA","Orange","CA","92859","United States","","","","","","http://1888.center/bhp","","Bryce Carlson","","","",""
"PZNJCK594616048","Black Pearl Enterprises L.L.C.","PO Box 14304","","","","","Lansing, MI 48901-4304 USA","Lansing","MI","48901-4304","United States","517","(517)204-4197","","","","","","Tanya R. Bates","","","",""
"BVVJSB697117460","Black River Publishing","760 Market St., Ste. 711","","","","","San Francisco, CA 94102-2307 USA","San Francisco","CA","94102-2307","United States","310","(310)694-0060","","(310)694-0080","","","","","","","",""
"LODPIO052666337","Black Sheep Publishing","7911 Herschel Ave., Ste. 200","","","","","La Jolla, CA 92037 USA","La Jolla","CA","92037","United States","858","(858)454-9610","800-557-4337","(858)459-1628","","http://www.blacksheeppublishing.com","","Marty Meyer","","","",""
"MWHBIO481596020","Blacksmith Corporation Publishers","4904 Snyder Domer Rd.","","","","","Springfield, OH 45502-9012 USA","Springfield","OH","45502-9012","United States","","","","","sales@blacksmithcorp.com","","1015000","Nancy J. Padua","","","",""
"ECZACZ967560285","Black Square Editions","1200 Broadway, Apt. 3-C","","","","","New York, NY 10001 USA","New York","NY","10001","United States","","","","","","http://www.durationpress.com","","","","","",""
"PFXCXU304907175","Black Student Fund","3636 16th St. NW, 4th Fl.","","","","","Washington, DC 20010-1146 USA","Washington","DC","20010-1146","United States","202","(202)387-1414","","","mail@blackstudentfund.org","http://www.blackstudentfund.org","","Stacie B. Royster","Walter Allen","Tendai Mufuka","Kevin Spence Kelso","Jeanie Collins Carr"
"IKKGAH168794144","Blackwell's Book Services","6024 Jean Rd., Bldg. G","","","","","Lake Oswego, OR 97035-5379 USA","Lake Oswego","OR","97035-5379","United States","503","(503)684-1140","800-547-6426","(503)639-2481","custserv@blackwell.com","http://www.blackwell.co.uk","35000000","Andrew Hutchings","Eric Redman","Marguerite K. McNair","Scott Pakel","Patricia Hartman"
"NEUOMA332138324","Blade Publishing","10432 Russell Rd.","","","","","La Mesa, CA 91941-4391 USA","La Mesa","CA","91941-4391","United States","619","(619)440-2309","","","","","","Veronica Gill","","","",""
"NHMTXG837535726","Blind Owl Press","PO Box 2603","","","","","Costa Mesa, CA 92628 USA","Costa Mesa","CA","92628","United States","714","(714)751-5252","","(714)751-4805","","http://www.mazdapublishers.com/page/blind-owl-press","","A. K. Jabbari","","","",""
"QWVPXT513009073","Blind Rabbit Press","PO Box 8136","","","","","Austin, TX 78713 USA","Austin","TX","78713","United States","512","(512)936-0689","","","","http://www.blindrabbitpress.com","","","","","",""
"MLFXPG460564791","Blinking Light Publishing","PO Box 27503E","","","","","Tucson, AZ 85726 USA","Tucson","AZ","85726","United States","520","(520)326-0269","","(520)326-0269","sales@blinkinglightpublishing.com","http://www.blinkinglightpublishing.com","","Virginia Novak","Rachel Gelbin","Elizabeth Ohm","",""
"AQOCZN445642599","Blitzprint","1235 64th Ave. SE, Ste. 1","","","","","Calgary, AB, Canada T2H 2J7","Calgary","AB","T2H 2J7","Canada","403","(403)253-5151","866-479-3248","(403)253-5642","Books@blitzprint.com","http://blitzprint.com","","Kevin Lanuke","","","",""
"JURVTF163182092","Blitz Publishing Co.","1600 N High Point Rd.","","","","","Middleton, WI 53562-3635 USA","Middleton","WI","53562-3635","United States","","","800-434-5595","(608)238-0495","","http://blitzpublishingco.com","6000","","","","",""
"MNLLPC000369815","Blood Moon Productions Ltd.","75 Saint Marks Pl.","","","","","Staten Island, NY 10301 USA","Staten Island","NY","10301","United States","716","(716)556-9410","","(716)816-4092","editors@bloodmoonproductions.com","http://www.bloodmoonproductions.com","","Danforth Prince","","","",""
"JUFCJA956809666","Blood Moon Publishing","1-5762 Hwy., 7 E","","","","","Markham, ON, Canada L3P 7Y4","Markham","ON","L3P 7Y4","Canada","","","","","","http://www.bloodmoonpublishing.com","","Deron Douglas","","","",""
"PUKEHT592963440","Bloomberg BNA","PO Box 7814","","","","","Edison, NJ 08818-7814 USA","Edison","NJ","08818-7814","United States","732","(732)476-6397","800-960-1220","(732)346-1624","books@bna.com","http://www.bna.com/bnabooks","10000000","Paul N. Wojcik","","","",""
"WGZETU099532613","Bloomberg Press","731 Lexington Ave.","","","","","New York, NY 10022 USA","New York","NY","10022","United States","212","(212)318-2000","","(917)369-5000","","http://www.bloomberg.com","3104000","Daniel L. Doctoroff","","","",""
"TNPFNG715229542","Bloomfield Press","4848 E Cactus Rd., Ste. 505-440","","","","","Scottsdale, AZ 85254-4163 USA","Scottsdale","AZ","85254-4163","United States","602","(602)996-4020","800-707-4020","(602)494-0679","info@gunlaws.com","http://www.gunlaws.com","5100000","Velma Cooper","Cheryl Korwin","Alan Gottlieb","Bern Roberts","Dan Guido"
"NITYCL934358057","Blooming Rose Press","PO Box 1211","","","","","Mount Shasta, CA 96067-1211 USA","Mount Shasta","CA","96067-1211","United States","530","(530)926-2833","","","","http://www.bloomingrosepress.com","","Lily G. Stephen","Lily G. Stephen","","",""
"DTAJPX769888973","Blossom Publishing Co.","PO Box 390","","","","","Wasco, IL 60183 USA","Wasco","IL","60183","United States","630","(630)377-6501","","(630)377-6502","","http://www.blossompublishing.com","","","","","",""
"DJHUMQ503861777","Blowing Rock Chamber of Commerce","132 Park Ave.","","","","","Blowing Rock, NC 28605-0406 USA","Blowing Rock","NC","28605-0406","United States","828","(828)295-7851","800-295-7851","(828)295-7651","info@blowingrock.com","http://www.blowingrock.com/chamber.php","","Billie Rogers","Marcia Vaughan","Terri Bailey","Charles Hardin",""
"JWKZOE426695006","BLS Tutorsystems","501 N Lincoln St.","","","","","Wilmington, DE 19805-3047 USA","Wilmington","DE","19805-3047","United States","302","(302)631-1616","800-545-7766","(302)631-1619","info@tutorsystems.com","http://www.tutorsystems.com","","Brad Siegfried","","","",""
"PQMOJT215801632","Blue Acorn Press","5589 Shawnee Dr.","","","","","Huntington, WV 25726 USA","Huntington","WV","25726","United States","304","(304)733-3917","","","books@blueacornpress.com","http://www.blueacornpress.com","","Richard A. Baumgartner","","","",""
"OCTBLR432453035","Blue Arrow Books","PO Box 1669-A","","","","","Pacific Palisades, CA 90272 USA","Pacific Palisades","CA","90272","United States","","","","(310)207-3731","","","1000","Reyna Thera Lorele","","","",""
"JLEACQ190430799","Blue Begonia Press","311 Hillcrest Dr.","","","","","Selah, WA 98942 USA","Selah","WA","98942","United States","509","(509)698-4456","","","info@bluebegoniapress.com","http://bluebegoniapress.com","","Jim Bodeen","","","",""
"NPVAJZ837259556","Blue Book Services/Produce Reporter Co.","845 E Geneva Rd.","","","","","Carol Stream, IL 60188-3520 USA","Carol Stream","IL","60188-3520","United States","630","(630)668-3500","","(630)668-0303","info@bluebookservices.com","http://www.bluebookservices.com","16609000","Mark Erickson","Jim Carr","","",""
"RRSEEV451670266","BlueBridge","240 W 35th St., Ste. 500","","","","","New York, NY 10001 USA","New York","NY","10001","United States","1; 212","(212)244-4166","","(212)279-0927","","","","Santiago Jaramillo","","","",""
"LJBRZW452627860","Blue-Collar Books","PO Box 40117","","","","","Washington, DC 20016 USA","Washington","DC","20016","United States","","","","","","http://www.bluecollarbooks.com","","","","","",""
"FNFGSX239486878","Blue Couch Books","11339 91st St.","","","","","Edmonton, AB, Canada T5B 4A4","Edmonton","AB","T5B 4A4","Canada","780","(780)695-1215","","(403)252-0680","","","","Ruth Linka","Judy Larmour","Henry Saley","",""
"NERZUG399992231","Blue Dove Press","4204 Sorrento Valley Blvd., Ste. K","","","","","San Diego, CA 92121-1412 USA","San Diego","CA","92121-1412","United States","858","(858)623-3330","800-691-1008","(858)623-3325","","","250000","Robert Powell","","","",""
"DBXZAT305870353","Blue Feather Books","133 Merck Rd.","","","","","Cleveland, GA 30528 USA","Cleveland","GA","30528","United States","678","(678)318-1426","","(678)318-1426","business@bluefeatherbooks.com","http://www.bluefeatherbooks.com","","Emily Reed","","","",""
"ZZWZRJ553021502","Blue/Gray Press L.L.C.","611 Frederick Rd., Ste. 201","","","","","Baltimore, MD 21228 USA","Baltimore","MD","21228","United States","","","","","","http://www.bluegraypress.com","","","","","",""
"RCEAKS639040568","Blue Horse Publications","3200 Leeds Ct.","","","","","Augusta, GA 30906-4724 USA","Augusta","GA","30906-4724","United States","","","","","","","","Jacqueline M. Bradley","","","",""
"ZESHAJ753302907","Blue Hot Books","5818 Wilmington Pke., Ste. 320","","","","","Dayton, OH 45459-7004 USA","Dayton","OH","45459-7004","United States","937","(937)416-2475","","(937)767-9933","info@bluehotbooks.com","http://www.fredarment.com/bluehotbooks.html","","Lisa Wolters","J. Frederick Arment","Harold Jaffe","",""
"FDYBED476951772","Blue Marlin Publications Ltd.","823 Aberdeen Rd.","","","","","West Bay Shore, NY 11706 USA","West Bay Shore","NY","11706","United States","631","(631)666-0353","","(631)666-0353","info@bluemarlinpubs.com","http://www.bluemarlinpubs.com","5100000","Thomas H. Bone, III","Marie Rezza Early","Jude T. Rich","Francine Poppo Rich",""
"TMQKXF526027761","Blue Monkey Publishing","3170 Cottage Grove Ave.","","","","","Naples, FL 34112-7314 USA","Naples","FL","34112-7314","United States","239","(239)417-3183","","","","","","Erin N. Rabon","","","",""
"KQYYSJ804535467","Blue Morpho Publishing","PO Box 601537","","","","","Dallas, TX 75360-1537 USA","Dallas","TX","75360-1537","United States","214","(214)507-5527","","","sales@bluemorphobooks.com","","","Brian Moreland","","","",""
"QUGANH920570452","Blue Poppy Press","1990 57th Ct., Ste. A","","","","","Boulder, CO 80301-2954 USA","Boulder","CO","80301-2954","United States","303","(303)447-8372","800-487-9296","(303)245-8362","info@bluepoppy.com","http://www.bluepoppy.com","860000","Shawn Kirby","Malia Kirby","Bruce Staff","Robert Flaws",""
"TFANUN768333046","Blue Raven Publishing","9 S Wenatchee Ave.","","","","","Wenatchee, WA 98801 USA","Wenatchee","WA","98801","United States","1; 509","(509)884-9246","","","","","100000","William F. Reese","","","",""
"GZYFBM897448694","Blue Rider Pictures","2801 Ocean Park Blvd., Ste. 193","","","","","Santa Monica, CA 90405 USA","Santa Monica","CA","90405","United States","310","(310)314-8405","","(310)314-8402","info@blueriderpictures.com","http://www.blueriderpictures.com","","Walter Josten","Jeff Geoffray","","",""
"ZQQVFK118693942","Blue Sky Marketing Inc.","2950 Lexington Ave.","","","","","Eagan, MN 55122-0583 USA","Eagan","MN","55122-0583","United States","651","(651)687-9835","","","info@spikecamps.com","","250000","Tiffany McCampbell","Jerry Hulla","Ashley Petak","Dan Cervantes","John Olmanson"
"POLEHP097128178","Blue Tree","Nine Sheafe St.","","","","","Portsmouth, NH 03801 USA","Portsmouth","NH","03801","United States","603","(603)436-0831","866-852-5357","(603)686-5054","contact@thebluetree.com","http://www.thebluetree.com","","Meredith Blake","","","",""
"WFJUNY656332380","Blue Tree Publishing Inc.","8927 192nd St. SW","","","","","Edmonds, WA 98026 USA","Edmonds","WA","98026","United States","425","(425)210-4743","","(425)697-7155","btp@bluetreepublishing.com","http://www.bluetreepublishing.com","","Robert Obrien","","","",""
"MEGCKF643434148","Blue Unicorn Inc.","22 Avon Rd.","","","","","Kensington, CA 94707 USA","Kensington","CA","94707","United States","510","(510)526-8439","","","staff@blueunicorn.com","http://www.blueunicorn.org","","X. J. Kennedy","Ruth G. Iodice","John Hart","Joan LaBombard","James Schevill"
"SPASYA611081839","Bluewater Publications Inc.","11500 NE 76th St., Ste. A3-320","","","","","Vancouver, WA 98662 USA","Vancouver","WA","98662","United States","360","(360)828-1696","","","ddavis@bluewaterprod.com","http://www.bluewaterprod.com","","Jack Dorsey","Scott Kaufman","Jarred Weisfeld","Ryan Scott Ottney","Long Law"
"YCRWFN366001771","BMI Imaging Systems Inc.","1115 E Arques Ave.","","","","","Sunnyvale, CA 94085 USA","Sunnyvale","CA","94085","United States","408","(408)736-7444","800-359-3456","(408)736-4397","info@bmiimaging.com","http://www.bmiimaging.com","14000000","Brad Gilbert","Janice Harrison","Bill Whitney","Jim Modrall","Brad Penfold"
"HCDQZG665305767","BNR Press","132 E Second St.","","","","","Port Clinton, OH 43452-1115 USA","Port Clinton","OH","43452-1115","United States","","","800-462-3474","","","http://papermoneyworld.net","320000","","","","",""
"SZYJGG478730851","Board of Certified Safety Professionals","2301 W Bradley Ave.","","","","","Champaign, IL 61821 USA","Champaign","IL","61821","United States","217","(217)359-9263","","(217)359-0055","bcsp@bcsp.org","http://www.bcsp.org","","Treasa M. Turnbeaugh","Linda Charles","Jana J. Pflugmacher","Andrea Kamradt","Lisa Spencer"
"YJQVWX058013312","BoardSource","750 9th St. NW, Ste. 650","","","","","Washington, DC 20001 USA","Washington","DC","20001","United States","202","(202)349-2500","877-892-6273","(202)349-2599","mail@boardsource.org","http://www.boardsource.org","800000","Vernetta Walker","Marla J. Bobowick","Marci Sunderland","Linda C. Crompton","Deborah Davidson"
"VWGROJ976071520","Bob Mitchell Publications","c/o Robha Methods, 2300 Essex Rd.","","","","","Hopkins, MN 55305 USA","Hopkins","MN","55305","United States","","","","","","","50000","Robert Mitchell","","","",""
"KVRSCZ213403950","Boise Art Museum","670 Julia Davis Dr.","","","","","Boise, ID 83702-7646 USA","Boise","ID","83702-7646","United States","208","(208)345-8330","","","","http://www.boiseartmuseum.org","8066000","Donna McNearney","Margie Baehr","Melissa Swafford","Nicole Herden","Rob Freedman"
"OUKVET917504773","Bolinda Publishing Inc.","186 S Long Swamp Rd.","","","","","Jackson, ME 04921 USA","Jackson","ME","04921","United States","","","","(207)433-5840","usa@bolinda.com","http://www.bolindalibrary.com","","Rebecca Walshe","","","",""
"DGENHG871314551","Bollix Books","1609 W Callender Ave.","","","","","Peoria, IL 61606 USA","Peoria","IL","61606","United States","309","(309)676-6522","","(309)676-6557","sales@bollixbooks.com","","","Staley Krause","Keith Warren","Mike Krause","",""
