Information here is subject to the policy as set forth by Gale in the terms and conditions found here: https://support.gale.com/terms/

Search Terms, "Directory Title ("Gale Directory of Publications and Broadcast Media") And Edition (154)  LIMITS: Database (Gale Directory of Publications and Broadcast Media)"

Document Number,Entity Name,Main Address - Street1,Main Address - Street2,Main Address - Street3,Main Address - Street4,Main Address - Street5,Composed City,City,State Code,Zip Code,Country,Telephone Area Code,Telephone Number,Toll Free Number,Fax Number,Organization Email Address,Organization Website URL
"EWSMBA952453823","Amor-FM 91.9","Calle 7 ma, No. 6","","","","","Papagayo, Dominican Republic","Papagayo","","","Dominican Republic","","(809)550-9190","","","","http://www.amorfm91.com"
"EJUATN524721135","Amphibia-Reptilia","Plantijnstraat 2","","","","","2321 JC Leiden, Netherlands","Leiden","","2321 JC","Netherlands","","31 71 53 53 500","","31 71 53 17 532","","http://www.brill.com/amphibia-reptilia; http://www.seh-herpetology.org/Publications; http://booksandjournals.brillonline.com/content/journals/15685381"
"KZEDRQ312592091","AMPO","Chiyoda-ku, 1-7-11 Kanda Awaji-cho, Toyo Bldg.","","","","","Tokyo 101-0063, Japan","Tokyo","","101-0063","Japan","","81 3 520-934-55","","81 3 520-934-53","soumu@parc-jp.org; office@parc-jp.org","http://www.parc-jp.org/ampo/index.html"
"QMBLOZ502939280","a&s Adria","8F, No. 288, Sec. 6","Civic Blvd. Xinyi District","","","","Taipei City 11087, Taiwan","Taipei City","","11087","Taiwan","","886 2 8729 1099","","886 2 2747 6617","","http://www.asadria.com"
"MELTBX414003055","a&s Asia","8F, No. 288, Sec. 6","Civic Blvd. Xinyi District","","","","Taipei City 11087, Taiwan","Taipei City","","11087","Taiwan","","886 2 8729 1099","","886 2 2747 6617","","http://www.asmag.com/eMagazines"
"JRAWKZ837526926","a&s China","8F, No. 288, Sec. 6","Civic Blvd. Xinyi District","","","","Taipei City 11087, Taiwan","Taipei City","","11087","Taiwan","","886 2 8729 1099","","886 2 2747 6617","","http://www.asmag.com"
"COQBCR925506408","a&s India","8F, No. 288, Sec. 6","Civic Blvd. Xinyi District","","","","Taipei City 11087, Taiwan","Taipei City","","11087","Taiwan","","886 2 8729 1099","","886 2 2747 6617","","http://asindia.in"
"GRJFOG963811401","a&s Japan","8F, No. 288, Sec. 6","Civic Blvd. Xinyi District","","","","Taipei City 11087, Taiwan","Taipei City","","11087","Taiwan","","886 2 8729 1099","","886 2 2747 6617","","http://newera.tw.messefrankfurt.com/taipei/en/publications/welcome/a-s-magazines.html"
"MUTVYO386899555","a&s Vietnam","8F, No. 288, Sec. 6","Civic Blvd. Xinyi District","","","","Taipei City 11087, Taiwan","Taipei City","","11087","Taiwan","","886 2 8729 1099","","886 2 2747 6617","","http://newera.tw.messefrankfurt.com/taipei/en/publications/welcome/a-s-magazines.html"
"QMUTLQ084749276","A & T Register Publishing Co.","1601 E Market St.","","","","","Greensboro, NC 27411 USA","Greensboro","NC","27411","United States","336","(336)334-7946","800-443-8964","(336)256-2145","theatregister@gmail.com","http://www.ncatregister.com/"
"AAEHTE420634033","AMTA Journal","85 Queen St., Level 6","","","","","Melbourne, VIC 3000, Australia","Melbourne","","3000","Australia","","61 13 138872","","61 3 96023088","info@aamt.com.au","http://aamt.com.au/about-aamt/journal-of-the-australian-association-of-massage-therapists"
"TLOUQZ632301287","AMWA Journal of Women's Health","12100 Sunset Hills Rd., Ste. 130","","","","","Reston, VA 20190 USA","Reston","VA","20190","United States","703","(703)234-4069","866-564-2483","(703)435-4390","associatedirector@amwa-doc.org","http://www.amwa-doc.org/publications/"
"CDJBJU234240099","Amyloid","2&4 Pk. Sq.","Milton Pk.","","","","Abingdon OX14 4RN, United Kingdom","Abingdon","","OX14 4RN","United Kingdom","","44 207-017-6000","","44 207-017-6699","healthcare.enquiries@informa.com","http://www.tandfonline.com/toc/iamy20/current"
"SKQGZJ311063266","Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration","52 Vanderbilt Ave., 7th Fl.","","","","","New York, NY 10017 USA","New York","NY","10017","United States","","","","","healthcare.enquiries@informa.com","http://www.tandfonline.com/toc/iafd20/current; http://informahealthcare.com/loi/afd"
"JBICLQ668537309","Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration","PO Box 3255","","","","","S-103 65 Stockholm, Sweden","Stockholm","","S-103 65","Sweden","","46 844 08040","","46 844 08050","gerd.halvorsen@informa.com","http://informahealthcare.com/aml"
"RLDSTE410685391","Anales de Pediatria Continuada","125 Park Ave., 23rd Fl.","","","","","New York, NY 10017 USA","New York","NY","10017","United States","212","(212)309-8100","","","enquiry@reedexpo.co.uk; press.office@relx.com","http://www.journals.elsevier.com/anales-de-pediatria-continuada; http://www.apcontinuada.com/apc/faces/paginas/abierto/home.jspx"
"XQYORZ797519232","Analisis Filosofico","Bulnes 642","","","","","1176 Buenos Aires, Argentina","Buenos Aires","","1176","Argentina","","54 11 4864-0737","","54 11 4864-0737","","http://www.sadaf.org.ar/en/"
"KQGZSQ741132222","The Analysis of Verbal Behavior","550 W Centre Ave.","","","","","Portage, MI 49024 USA","Portage","MI","49024","United States","269","(269)492-9310","","","mail@abainternational.org","http://www.abainternational.org/journals/the-analysis-of-verbal-behavior.aspx"
"MYUHLS497497358","Analytical and Bioanalytical Chemistry","Tiergartenstr. 17","","","","","69121 Heidelberg, Germany","Heidelberg","","69121","Germany","","49 622 1487-0","","49 622 1345-4229","customerservice@springer.com","http://www.springer.com/chemistry/analytical+chemistry/journal/216; http://link.springer.com/journal/216"
"WOBHRD464404031","Analytical and Quantitative Cytology and Histology","8342 Olive Blvd.","","","","","Saint Louis, MO 63132-2814 USA","Saint Louis","MO","63132-2814","United States","314","(314)991-4440","","","editor@aqch.com","http://www.aqch.com"
"TXPRPH265591969","Analytical Cellular Pathology","315 Madison Ave Third Fl., Ste. 3070","","","","","New York, NY 10017 USA","New York","NY","10017","United States","","","","","hindawi@hindawi.com","http://www.iospress.nl/journal/analytical-cellular-pathology"
"HRDAKP394101975","Analytical Chemistry","126, Prasheel Pk., SanjayRaj Farm House, Nr. Saurashtra University","SanjayRaj Farm House","Nr. Saurashtra University","","","Rajkot 360005, India","Rajkot","","360005","India","","","","","contactus@tsijournals.com","http://www.tsijournals.com/journals/analytical-chemistry-an-indian-journal.html"
"WQHVQW073322203","Analytical Sciences","1-26-2 Nishigotanda","Shinagawa","","","","Tokyo 141-0031, Japan","Tokyo","","141-0031","Japan","","81 3 349-033-51","","81 3 349-035-72","analytsci@jsac.or.jp","http://www.jsac.or.jp/analsci/info.php/about.html"
"XBWANW226896541","Analytic Philosophy","350 Main St.","Commerce Pl.","","","","Malden, MA 02148 USA","Malden","MA","02148","United States","781","(781)388-8200","","(781)388-8210","info@wiley.com; custserv@wiley.com; marketing@wiley.co.jp; customer@wiley.com","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2153-960X/issues"
"HQTYEV942543665","Anarchy","","","","","","Berkeley, CA USA","Berkeley","CA","","United States","","","","","","http://anarchymag.org"
"IXRWRO210803766","The Anatomical Record","111 River St.","","","","","Hoboken, NJ 07030-5774 USA","Hoboken","NJ","07030-5774","United States","201","(201)748-6000","800-225-5945","(201)748-6088","info@wiley.com","http://onlinelibrary.wiley.com/journal/10.1002/(issn)1932-8494"
"ISOAZG157448652","Anatomical Record","111 River St., Ste. 2000","","","","","Hoboken, NJ 07030 USA","Hoboken","NJ","07030","United States","201","(201)748-6645","800-825-7550","(201)748-6021","onlinelibrarysales@wiley.com","http://onlinelibrary.wiley.com/journal/10.1002/%28ISSN%291932-8494/homepage/ProductInformation.html; http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-8494"
"IODHOJ453630933","Ancaster News-Journal","333 Arvin Ave.","","","","","Stoney Creek, ON, Canada L8E2M6","Stoney Creek","ON","L8E2M6","Canada","905","(905)664-8800","","(905)523-4014","",""
"WBTATO798587043","Ancestry","3650 Summit Blvd.","","","","","West Palm Beach, FL 33416 USA","West Palm Beach","FL","33416","United States","561","(561)616-3455","","","ancestry@gensocofpbc.org","http://www.gensocofpbc.org/cpage.php?pt=46"
"CNYLBH008294380","Anchora","3250 Riverside Dr.","","","","","Columbus, OH 43221 USA","Columbus","OH","43221","United States","614","(614)481-8169","800-644-5414","","anchora@deltagamma.org","http://www.deltagamma.org/news-resources/anchora"
"UGEXNK700982604","Ancient Civilizations from Scythia to Siberia","Plantijnstraat 2","","","","","2321 JC Leiden, Netherlands","Leiden","","2321 JC","Netherlands","","31 71 53 53 500","","31 71 53 17 532","brillonline@brill.com; royalty@brill.com; scs@ias.edu; sales-nl@brill.com; cs@brill.com; marketing@brill.com; em@brill.com; rights@brill.com; articlecompetition@brill.com","http://www.brill.com/ancient-civilizations-scythia-siberia"
"WGYZOR600186093","Ancient Near Eastern Studies","70 Enterprise Dr., Ste. 2","","","","","Bristol, CT 06010 USA","Bristol","CT","06010","United States","","","","","peeters@peeters-us.com; poj@peeters-leuven.be","http://www.peeters-leuven.be/journoverz.asp?nr=1%26number_of_volumes=; http://poj.peeters-leuven.be/content.php?url=journal%26journal_code=ANES"
"NVYYLX300280410","Ancient Philosophy","Dept. of Philosophy","Duquesne University","","","","Pittsburgh, PA 15282 USA","Pittsburgh","PA","15282","United States","","","","","","http://www.ancientphilosophy.com"
"HLRPAT513323804","Anderson Herald-Bulletin","1133 Jackson St.","","","","","Anderson, IN 46016 USA","Anderson","IN","46016","United States","765","(765)622-1212","800-750-5049","","","http://www.heraldbulletin.com"
"USQZOT308334937","Anderson Independent-Mail","1000 Williamston Rd.","","","","","Anderson, SC 29621 USA","Anderson","SC","29621","United States","864","(864)224-4321","800-859-6397","","billy.dunlap@independentmail.com","http://www.independentmail.com"
"BHFVMM792854100","Anderson Radio Broadcasting Co.","36581 N Reservior Rd.","","","","","Polson, MT 59860 USA","Polson","MT","59860","United States","406","(406)883-5255","800-750-5377","(406)883-4441","","http://www.andersonbroadcasting.com; http://www.thebig100.com; http://www.750kerr.com; http://www.star99hits.com; http://www.qcountry997.com"
"IFFYSK148411057","The Anderson Valley Advertiser","PO Box 459","","","","","Boonville, CA 95415 USA","Boonville","CA","95415","United States","707","(707)895-3016","","","ava@pacific.net","http://theava.com"
"BIVODD455191431","ANDID Notizie","c/o Cogest M&C","Vicolo S. Silvestro 6","","","","37122 Verona, Italy","Verona","","37122","Italy","","39 045 8008035","","39 51237014","","http://www.andid.it/servizi/rivista/item/andid-notizie-2016-n-1"
"KLGHTT799276026","Anesthesia and Analgesia","44 Montgomery St., Ste. 1605","","","","","San Francisco, CA 94104-4703 USA","San Francisco","CA","94104-4703","United States","415","(415)296-6900","","(415)296-6901","stahq@stahq.org","http://www.iars.org/publications/about_aa; http://www.anesthesia-analgesia.org/; http://www.iars.org/publications/; http://www.stahq.org/resources/aanda-magazine/; http://www.lww.com/Product/0003-2999; http://journals.lww.com/anesthesia-analgesia/pages/default.aspx"
"MFAVYK529794097","Angelaki","711 3rd Ave., 8th Fl.","","","","","New York, NY 10017 USA","New York","NY","10017","United States","","","","","book.orders@tandf.co.uk; info@routledge.com; informalaw@routledge.com","http://www.tandfonline.com/toc/cang20/current"
"AIYDPX487600909","Angeleno","345 N Maple Dr., Ste. 310","","","","","Beverly Hills, CA 90210 USA","Beverly Hills","CA","90210","United States","424","(424)253-3200","","","","http://media.modernluxury.com/magazines/city-magazines.php"
"ADCWJP014112339","Anglers Journal","300 Continental Blvd., Ste. 650","","","","","El Segundo, CA 90245 USA","El Segundo","CA","90245","United States","","","","","","http://www.anglersjournal.com"
"VDEZMW142017729","Angleton Times","700 Western Ave.","","","","","Angleton, TX 77515 USA","Angleton","TX","77515","United States","979","(979)849-8581","","","",""
"ONHPPT295595990","Anglia","Genthiner Strasse 13","","","","","10785 Berlin, Germany","Berlin","","10785","Germany","","49 30 2005-0","","49 30 2600-5251","info@degruyter.com","http://www.degruyter.com/view/j/angl?rskey=upfelh%26result=20"
"VVNKNU810090524","The Anguillian","PO Box 98","","","","","The Valley, Anguilla","The Valley","","AI-2640","Anguilla","","","","","acoci@caribcable.com; acociaxa@yahoo.com; info@anguillachamber.com","http://www.theanguillian.com"
"XPWYKA684107036","Angus Beef Bulletin","3201 Frederick Ave.","","","","","Saint Joseph, MO 64506-2997 USA","Saint Joseph","MO","64506-2997","United States","","","800-821-5478","","journal@angusjournal.com","http://www.angusbeefbulletin.com"
"ABDDUY491048795","Anil Aggrawal's Internet Journal of Forensic Medicine and Toxicology","Maulana Azad Medical College","S-299 Greater Kailash-1","","","","New Delhi 110002, India","New Delhi","","110002","India","","91 11 2923-5460","","","","http://www.anilaggrawal.com/ij/indexpapers.html"
"YRHKXU918067225","Animal","PO Box 3","","","","","Penicuik EH26 ORZ, United Kingdom","Penicuik","","EH26 ORZ","United Kingdom","","44 131 6508784","","44 131 6508821","bsas@bsas.org.uk","http://www.animal-journal.eu; http://www.bsas.org.uk/publications/animal-journal"
"BJUKQB221262892","Animal Biology","Plantijnstraat 2","","","","","2321 JC Leiden, Netherlands","Leiden","","2321 JC","Netherlands","","31 71 53 53 500","","31 71 53 17 532","brillonline@brill.com; royalty@brill.com; scs@ias.edu; sales-nl@brill.com; cs@brill.com; marketing@brill.com; em@brill.com; rights@brill.com; articlecompetition@brill.com","http://www.brill.com/animal-biology"
"PPBORR587463927","Animal Cells and Systems","2&4 Pk. Sq.","Milton Pk.","","","","Abingdon OX14 4RN, United Kingdom","Abingdon","","OX14 4RN","United Kingdom","","44 207-017-6000","","44 207-017-6699","enquiries@taylorandfrancis.com; support@tandfonline.com","http://www.tandfonline.com/toc/tacs20/current#.VNA7ftIwrfI"
"CELICP753058532","Animal Cognition","Tiergartenstr. 17","","","","","69121 Heidelberg, Germany","Heidelberg","","69121","Germany","","49 622 1487-0","","49 622 1345-4229","customerservice@springer.com","http://www.springer.com/life+sciences/behavioural/journal/10071; http://link.springer.com/journal/10071"
"ZJXIKX123526243","Animal Feed Science and Technology","360 Park Ave. S","","","","","New York, NY 10010-1710 USA","New York","NY","10010-1710","United States","","","800-545-2522","","sales.inquiry@elsevier.com","http://www.journals.elsevier.com/animal-feed-science-and-technology"
"XLIUGI471831125","Animal Life","Wilberforce Way","Southwater","","","","Horsham RH13 9RS, United Kingdom","Horsham","","RH13 9RS","United Kingdom","","44 300 1234999","","","publications@rspca.org.uk","http://www.rspca.org.uk/utilities/aboutus/publications"
"GUPMIU403812819","Animal Production Science","PO Box 1139","","","","","Collingwood, VIC 3066, Australia","Collingwood","","3066","Australia","","61 3966-27666","800-645051","61 3966-27555","publishing@csiro.au; info@eurospan.co.uk; orders@tldistribution.com.au","http://www.publish.csiro.au/nid/73.htm"
"KDCPUQ289852899","Animal Research International","","","","","","Nsukka, Nigeria","Nsukka","","","Nigeria","","","","","info@ajol.info","http://www.ajol.info/index.php/ari"
"ABIGXK714111148","Animation Journal","24700 McBean Pkwy.","School of Film/Video, California Institute of the Arts","24700 McBean Pky.","","","Valencia, CA 91355-2397 USA","Valencia","CA","91355-2397","United States","","","","","","http://www.animationjournal.com"
"VEKMHP337753660","Annales Academiae Scientiarum Fennicae Mathematica","","","","","","FIN-00014 Helsinki, Finland","Helsinki","","FIN-00014","Finland","","","","","","http://www.acadsci.fi/mathematica"
"JSYYJU973142977","Annales d'Endocrinologie","125 Park Ave., 23rd Fl.","","","","","New York, NY 10017 USA","New York","NY","10017","United States","212","(212)309-8100","","","enquiry@reedexpo.co.uk; press.office@relx.com","http://www.journals.elsevier.com/annales-dendocrinologie"
"NZZPWX021856784","Annales de Gerontologie","127, Ave. de la Republique","","","","","92120 Montrouge, France","Montrouge","","92120","France","","33 140-840999","","33 146-730660","contact@jle.com","http://www.jle.com/en/revues/age/revue.phtml"
"YPPMEF338038077","Annales Francaises d'Anesthesie et de Reanimation","65 rue Camille Desmoulins","","","","","50083 Paris, France","Paris","","50083","France","","33 1 711-65500","","33 1 711-65199","support@elsevier.com; ensci@elsevier.com; articleofthefuture@elsevier.com; academicexecutives@elsevier.com; universalaccess@elsevier.com; chemistry.challenge@elsevier.com; chemistry@elsevier.com","http://www.journals.elsevier.com/annales-francaises-danesthesie-et-de-reanimation"
"TCXLIA156064471","Annales francaises d'oto-rhino-laryngologie et de pathologie cervico-faciale","125 Park Ave., 23rd Fl.","","","","","New York, NY 10017 USA","New York","NY","10017","United States","212","(212)309-8100","","","enquiry@reedexpo.co.uk; press.office@relx.com","http://www.journals.elsevier.com/annales-francaises-doto-rhino-laryngologie-et-de-pathologie-cervico-faciale"
"OPOKLO758250050","Annali di Matematica Pura ed Applicata","No. 2, Funato Bldg.","1-11-11 Kudan-kita","Chiyoda-ku","","","Tokyo 102-0073, Japan","Tokyo","","102-0073","Japan","","","","81 3 683-170-06","info@springer.jp; support@springer.jp; market@springer.jp; jinji@springer.jp; journal@springer.jp; ebooks@springer.jp; puboperations@springer.jp","http://www.springer.com/mathematics/journal/10231; http://link.springer.com/journal/10231"
"KJNNFP853025340","Annals of Bangladesh Agriculture","Salna","","","","","Gazipur 1706, Bangladesh","Gazipur","","1706","Bangladesh","","880 292 52020","","880 292 52873","",""
"JEQDID124658443","Annals of Burns and Fire Disasters","c/o Divisione di Chirurgia Plastica e Terapia delle Ustioni","Via C. Lazzaro","","","","I-90127 Palermo, Italy","Palermo","","I-90127","Italy","","39 91 6663631","","39 91 596404","mbcpa@medbc.com","http://www.ncbi.nlm.nih.gov/nlmcatalog/101251186; http://www.ncbi.nlm.nih.gov/pmc/journals/1231"
"YDAUTW424691255","Annals of Diagnostic Pathology","1600 John F. Kennedy Blvd., Ste. 1800","","","","","Philadelphia, PA 19103-2899 USA","Philadelphia","PA","19103-2899","United States","215","(215)239-3900","800-523-1649","(215)238-7883","healthpermissions@elsevier.com; ensci@elsevier.com; articleofthefuture@elsevier.com; eccresourcecenter@elsevier.com; chemistry.challenge@elsevier.com; chemistry@elsevier.com","http://journals.elsevier.com/annals-of-diagnostic-pathology"
"GJORXO811847618","Annals of General Psychiatry","236 Gray's Inn Rd., Fl. 6","","","","","London WC1X 8HB, United Kingdom","London","","WC1X 8HB","United Kingdom","","44 20 319-220-00","","44 20 319-220-10","info@biomedcentral.com","http://www.annals-general-psychiatry.com"
"VNCBQG847608970","Annals of GIS","270 Madison Ave.","","","","","New York, NY 10016 USA","New York","NY","10016","United States","212","(212)696-9000","800-228-1160","","support@tandfonline.com","http://www.tandfonline.com/toc/tagi20/current"
"DSXALT258205720","Annals of Indian Academy of Neurology","A-202, 2nd Fl.","The Qube, C TS No. 1498A/2","Village Marol, Andheri (East)","","","Mumbai 400075, India","Mumbai","","400075","India","","91 22 6649-1818","","91 22 6649-1817","info@medknow.com","http://www.annalsofian.org"
"NZEJHT757540541","Annals of Mathematics","Fine Hall","Washington Rd.","","","","Princeton, NJ 08544 USA","Princeton","NJ","08544","United States","609","(609)258-4200","","(609)258-1367","","http://annals.math.princeton.edu"
"WYYEZX767012455","Annals of Neurology","1120 Route 73, Ste. 200","","","","","Mount Laurel, NJ 08054 USA","Mount Laurel","NJ","08054","United States","856","(856)380-6892","","(856)439-0525","info@myana.org",""
"LEQEGB610101399","Annals of Nigerian Medicine","1 Dundas St.","","","","","Grahamstown 6140, South Africa","Grahamstown","","6140","South Africa","","27 46 622-9698","","27 46 622-9550","info@ajol.info","http://ajol.info/index.php/anmed"
"PEIPKA053700139","Annals of Public and Cooperative Economics","Universite de Liege Quartier Agora, Place des orateurs 1, Bat B33 - boite 6","","","","","B-4000 Liege, Belgium","Liege","","B-4000","Belgium","","32 4 36-627-46","","32 4 36-629-58","ciriec@ulg.ac.be","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8292"
"NSOYFP035993054","Annals of Pure and Applied Logic","Ste. 800, 230 Park Ave.","","","","","New York, NY 10169 USA","New York","NY","10169","United States","212","(212)989-5800","888-437-4636","(212)633-3990","support@elsevier.com","http://www.journals.elsevier.com/annals-of-pure-and-applied-logic"
"ORORYD416777028","Annals of Regional Science","No. 2, Funato Bldg.","1-11-11 Kudan-kita","Chiyoda-ku","","","Tokyo 102-0073, Japan","Tokyo","","102-0073","Japan","","","","81 3 683-170-06","info@springer.jp; support@springer.jp; market@springer.jp; jinji@springer.jp; journal@springer.jp; ebooks@springer.jp; puboperations@springer.jp","http://www.springer.com/economics/regional+science/journal/168"
"MLLKIK357766881","Annals of Software Engineering","Tiergartenstrasse 17","","","","","69121 Heidelberg, Germany","Heidelberg","","69121","Germany","","49 6221 4870","","","customerservice@springer.com","http://www.springer.com/computer/swe/journal/10480"
"PIKWOX554439790","Annals of Surgery","Novoostapovskaya St., 5, p. 14","","","","","115088 Moscow, Russia","Moscow","","115088","Russia","","7 495 678-6562","","","meditsina@mtu-net.ru","http://www.medlit.ru/en/journal/1334; http://www.medlit.ru/en/journal/229/"
"YUXWFS166292005","Annals of the American Thoracic Society","25 Broadway","","","","","New York, NY 10004 USA","New York","NY","10004","United States","","","","","atsinfo@thoracic.org","http://www.atsjournals.org/journal/annalsats"
"QFNFZQ192886862","Annals of the Arts and Social Sciences","PO Box 5969","","","","","Safat 13060, Kuwait","Safat","","13060","Kuwait","","965 24 2498-4349","","965 24 2484-5372","aass@ku.edu.kw","http://pubcouncil.kuniv.edu.kw/aass/home.aspx?id=6%26root=yes"
"WXURTF769884042","Annals of the Rheumatic Disease","BMA House","Tavistock Sq.","","","","London WC1H 9JR, United Kingdom","London","","WC1H 9JR","United Kingdom","","44 20 738-744-10","","","support@bmj.com; consortiasales@bmj.com","http://ard.bmj.com"
"CJQOTW417749894","Annandale Advocate","PO Box 417","","","","","Annandale, MN 55302 USA","Annandale","MN","55302","United States","","","","","","http://annandaleadvocate.com; http://annandaleadvocate.com/main.asp?sectionid=10%26subsectionid=10%26articleid=11079"
"MAPAKT687914936","Anne's Entertainment Vision Inc.","","","","","","USA","","","","United States","864","(864)229-7984","","(864)229-5896","","http://wlmawcrsradio.com"
"QMMBCG250743673","Annual of the British School at Athens","University Printing House","Shaftesbury Rd.","","","","Cambridge CB2 2RU, United Kingdom","Cambridge","","CB2 2RU","United Kingdom","","44 1223 358331","","44 1223 315052","admissions@bsa.ac.uk; library@bsa.ac.uk","http://www.cambridge.org/core/journals/annual-of-the-british-school-at-athens"
"ZUWDJM752010735","Annual Review of Astronomy and Astrophysics","4139 El Camino Way","","","","","Palo Alto, CA 94306 USA","Palo Alto","CA","94306","United States","650","(650)493-4400","800-523-8635","(650)855-9815","service@annualreviews.org; sales@annualreviews.org","http://www.annualreviews.org/journal/astro"
"ZFZBHN489590235","Annual Review of Earth and Planetary Sciences","4139 El Camino Way","","","","","Palo Alto, CA 94306 USA","Palo Alto","CA","94306","United States","650","(650)493-4400","800-523-8635","(650)855-9815","service@annualreviews.org; sales@annualreviews.org","http://www.annualreviews.org/journal/earth"
"JYNLCW886898336","Annual Review of Medicine","4139 El Camino Way","","","","","Palo Alto, CA 94306 USA","Palo Alto","CA","94306","United States","650","(650)493-4400","800-523-8635","(650)855-9815","service@annualreviews.org; sales@annualreviews.org","http://www.annualreviews.org/journal/med"
"YCLTUK841510394","Annual Review of Microbiology","4139 El Camino Way","","","","","Palo Alto, CA 94306 USA","Palo Alto","CA","94306","United States","650","(650)493-4400","800-523-8635","(650)855-9815","service@annualreviews.org; sales@annualreviews.org","http://www.annualreviews.org/journal/micro"
"ZIXSSS671796842","Annual Review of Plant Pathology","Rajasthan College of Agriculture","Dept. of Plant Pathology","","","","Udaipur 313001, India","Udaipur","","313001","India","","91 294 2423-792","","","ismpp2008@gmail.com","http://www.indianperiodical.in/ip/journalview.aspx?jrnl=arpp%26jrnltitle=AnnualReviewofPlantPathology"
"AWULTU656067737","Annual Review of Psychology","4139 El Camino Way","","","","","Palo Alto, CA 94306 USA","Palo Alto","CA","94306","United States","650","(650)493-4400","800-523-8635","(650)855-9815","service@annualreviews.org; sales@annualreviews.org","http://www.annualreviews.org/journal/psych"
"DTKYWD665432909","Annual Reviews in Control","Ste. 800, 230 Park Ave.","","","","","New York, NY 10169 USA","New York","NY","10169","United States","212","(212)989-5800","888-437-4636","(212)633-3990","support@elsevier.com","http://www.journals.elsevier.com/annual-reviews-in-control"
"YAQAVR429464811","Annual Survey of Eastern Europe and the Former Soviet Union","80 Business Park Dr.","","","","","Armonk, NY 10504 USA","Armonk","NY","10504","United States","","","800-541-6563","(914)273-2106","sales@tandf.com.sg; online.sales@tandf.co.uk; book.orders@tandf.co.uk","http://www.routledge.com/books/details/9780765603609"
"IGKVNX713744095","ANQ","711 3rd Ave., 8th Fl.","","","","","New York, NY 10017 USA","New York","NY","10017","United States","","","","","book.orders@tandf.co.uk; info@routledge.com; informalaw@routledge.com","http://www.tandfonline.com/toc/vanq20/current"
"WAOIEQ735403302","Antarctic Science","High Cross","Madingley Rd.","","","","Cambridge CB3 0ET, United Kingdom","Cambridge","","CB3 0ET","United Kingdom","","44 1223 221400","","44 1223 362616","information@cambridge.org","http://www.cambridge.org/core/journals/antarctic-science"
"IFIANF288484499","Antelope Valley Press","37404 Sierra Hwy.","","","","","Palmdale, CA 93550-9343 USA","Palmdale","CA","93550-9343","United States","661","(661)273-2700","","(661)947-4870","letters@avpress.com; retail@avpress.com","http://www.avpress.com"
"BCKSAY754748410","Antena Uno-FM 107.9","4 de Enero","","","","","3515 Santa Fe, Argentina","Santa Fe","","3515","Argentina","","54 342 481-036-6","","54 342 481-036-6","","http://www.antena1.com.ar; http://www.antenauno.com"
"XMTLKB553378110","Antenna5 - Dojran 107","Tetovska 35","","","","","1000 Skopje, Macedonia","Skopje","","1000","Macedonia","","389 389-23111911","","","","http://www.antenna5.com.mk"
"CXCMXE672785757","Antenna5 - Dusegubica","Tetovska 35","","","","","91000 Skopje, Macedonia","Skopje","","91000","Macedonia","","389 2 311-1911","","","","http://www.antenna5.com.mk"
"POEFIY211138749","Antenna5 - FM Resen 92.9","Tetovska 35","","","","","91000 Skopje, Macedonia","Skopje","","91000","Macedonia","","389 231-11911","","","mail@antenna5.fm","http://www.antenna5.com.mk"
"WGMBVI521377112","Antenna5-FM - Skopje 95.5","Tetovska 35","","","","","1000 Skopje, Macedonia","Skopje","","1000","Macedonia","","389 2 311-1911","","","","http://www.antenna5.com.mk"
"RLXKXF678128057","Antenna5-Galicnik 92.9","Tetovska 35","","","","","1000 Skopje, Macedonia","Skopje","","1000","Macedonia","","389 2 311-1911","","","","http://antenna5.com.mk; http://www.antenna5.com.mk"
"RKVFJZ448416045","Antenna5 - Kocani 97.9","Tetovska 35","","","","","91000 Skopje, Macedonia","Skopje","","91000","Macedonia","","389 2 311-1911","","","","http://www.antenna5.com.mk/about.aspx#Broadcast; http://www.antenna5.com.mk"
"NFPIXT959351847","Antenna5 - Krusevo 92.9","Tetovska 35","","","","","91000 Skopje, Macedonia","Skopje","","91000","Macedonia","","389 2 311-1911","","","","http://www.antenna5.com.mk/about.aspx#Broadcast; http://www.antenna5.com.mk"
"XOLKSR173816928","Antenna5 - Makedonska Kamenica 97.90","Tetovska 35","","","","","91000 Skopje, Macedonia","Skopje","","91000","Macedonia","","389 2 311-1911","","","","http://www.antenna5.com.mk/about.aspx#Broadcast; http://www.antenna5.com.mk"
"HURIYI990425488","Antenna5-M. Radobil 97.9 MHz","Tetovska 35","","","","","1000 Skopje, Macedonia","Skopje","","1000","Macedonia","","389 2 311-1911","","","","http://www.antenna5.com.mk"
"EBZAID737465908","Antenna5 - Negotino 91.9","Tetovska 35","","","","","91000 Skopje, Macedonia","Skopje","","91000","Macedonia","","389 2 311-1911","","","","http://www.antenna5.com.mk/about.aspx#Broadcast; http://www.antenna5.com.mk"
