Information here is subject to the policy as set forth by Gale in the terms and conditions found here: https://support.gale.com/terms/

Search Terms, "Directory Title ("Encyclopedia of Associations: National Organizations of the U.S.") And Edition (57)  LIMITS: Database (Encyclopedia of Associations: National Organizations of the U.S...."

Document Number,Entity Name,Main Address - Street1,Main Address - Street2,Main Address - Street3,Main Address - Street4,Main Address - Street5,Composed City,City,State Code,Zip Code,Country,Telephone Area Code,Telephone Number,Toll Free Number,Fax Number,Organization Email Address,Organization Website URL
"VQRFFA502457822","Concentra Occupational Health Research Institute (COHRI)","5080 Spectrum Dr., Ste. 1200","","","","","Addison, TX 75001 USA","Addison","TX","75001","United States","","","","","","http://www.cohri.net"
"VKEFKO038731738","Council for Environmental Education (CEE)","5555 Morningside Dr., Ste. 212","","","","","Houston, TX 77005 USA","Houston","TX","77005","United States","713","(713)520-1936","","(713)520-8008","info@councilforee.org","http://www.councilforee.org"
"GEGTEE444221637","Council of American Instructors of the Deaf (CAID)","c/o Helen Lovato, Office Manager, PO Box 377","","","","","Bedford, TX 76095-0377 USA","Bedford","TX","76095-0377","United States","817","(817)354-8414","","","office.manager@caid.org","http://www.caid.org; http://www.facebook.com/CAIDOrg; http://twitter.com/caidofficial"
"LHFGVK014077040","Council of Emergency Medicine Residency Directors (CORD)","4950 W Royal Ln.","","","","","Irving, TX 75063 USA","Irving","TX","75063","United States","","","888-444-2090","(972)692-5347","cord@cordem.org","http://www.cordem.org; http://www.facebook.com/cordem.org; http://twitter.com/cord_em"
"FFTGVO302146896","Council on Ionizing Radiation Measurements and Standards (CIRMS)","PO Box 262333","","","","","Plano, TX 75026 USA","Plano","TX","75026","United States","301","(301)591-8776","","(972)883-5725","cirms@cirms.org","http://www.cirms.org"
"PRSOKT145482826","Country School Association of America (CSAA)","210 N Kansas Ave.","","","","","League City, TX 77573 USA","League City","TX","77573","United States","281","(281)554-2994","","","","http://www.countryschoolassociation.org; http://www.facebook.com/#!/CountrySchoolAssociationofAmerica"
"HUMTAB042345095","Cowboys for Christ (CFC)","PO Box 7557","","","","","Fort Worth, TX 76111 USA","Fort Worth","TX","76111","United States","817","(817)236-0023","","","cfcmail@cowboysforchrist.net","http://www.cowboysforchrist.net"
"LMFKZT234999002","Credit Union Information Security Professionals Association (CUISPA)","1717 W 6th St., Ste. 112","","","","","Austin, TX 78703 USA","Austin","TX","78703","United States","512","(512)465-9711","888-475-4440","","","http://www.cuispa.org"
"ROZBGZ995926157","Culligan Dealers Association of North America (CDANA)","Bldg. 1600-B","14101 Highway 290 W","","","","Austin, TX 78737 USA","Austin","TX","78737","United States","512","(512)894-4106","","(512)858-0486","","http://www.cdana.org"
"USWMFZ251311687","Customer Satisfaction Measurement Benchmarking Association (CSMA)","c/o Benchmarking Network","4606 FM 1960 Rd. W, Ste. 250","","","","Houston, TX 77069-4617 USA","Houston","TX","77069-4617","United States","281","(281)440-5044","","(281)440-6677","","http://csmassociation.org"
"YJJTEV874725951","Cyberspace Bar Association","8828 Greenville Ave.","","","","","Dallas, TX 75243 USA","Dallas","TX","75243","United States","214","(214)343-7400","","","","http://www.cyberbar.net"
"OCIEDH681163603","Dance/Drill Team Directors of America (DTDA)","339 Van Bibber Rd.","","","","","Salado, TX 76571 USA","Salado","TX","76571","United States","254","(254)947-0613","800-462-5719","(254)947-3040","contact@danceadts.com","http://www.danceadts.com; http://www.twitter.com/DanceADTS"
"QTEJGA575997704","Descendants of Mexican War Veterans (DMWV)","PO Box 461941","","","","","Garland, TX 75046-1941 USA","Garland","TX","75046-1941","United States","","","","","mexicanwarjournal@sbcglobal.net","http://www.dmwv.org"
"ZPJJHV529448684","Developmental Disabilities Nurses Association (DDNA)","1501 S Loop 288, Ste. 104 - 381","","","","","Denton, TX 76205 USA","Denton","TX","76205","United States","","","800-888-6733","(844)336-2329","","http://www.ddna.org; http://www.facebook.com/ddnanational; http://www.linkedin.com/in/ddnanational; http://twitter.com/ddnanational"
"JMRXDC625780461","DogsBite.org","PO Box 12443","","","","","Austin, TX 78711 USA","Austin","TX","78711","United States","","","","","general@dogsbite.org","http://www.dogsbite.org; http://www.facebook.com/dogsbite.org; http://twitter.com/dogsbite"
"XUCOOB297592009","EMDR International Association (EMDRIA)","5806 Mesa Dr., Ste. 360","","","","","Austin, TX 78731-3785 USA","Austin","TX","78731-3785","United States","","","866-451-5200","(512)451-5256","info@emdria.org","http://www.emdria.org; http://www.facebook.com/EMDRInternationalAssociation; http://www.linkedin.com/groups/1449207/profile; http://twitter.com/EMDRIA"
"SKTLQH714195978","Exotic Wildlife Association (EWA)","105 Henderson Branch Rd. W","","","","","Ingram, TX 78025-5078 USA","Ingram","TX","78025-5078","United States","830","(830)367-7761","","(830)367-7762","info@myewa.org","http://myewa.org; http://www.facebook.com/Exotic-Wildlife-Association-101839113198118"
"VIXNRM251043820","Farm and Ranch Freedom Alliance (FARFA)","PO Box 809","","","","","Cameron, TX 76520 USA","Cameron","TX","76520","United States","254","(254)697-2661","","","info@farmandranchfreedom.org","http://farmandranchfreedom.org; http://www.facebook.com/FarmAndRanchFreedom; http://twitter.com/farfa_org"
"DQUVEQ008052973","Federation of Fire Chaplains (FFC)","c/o Ed Stauffer, Executive Director","PO Box 437","","","","Meridian, TX 76665 USA","Meridian","TX","76665","United States","254","(254)435-2256","","(254)435-2256","chapdir1@aol.com","http://firechaplains.org"
"UOIVVZ227697304","Football Writers Association of America (FWAA)","18652 Vista Del Sol Dr.","","","","","Dallas, TX 75287-4021 USA","Dallas","TX","75287-4021","United States","972","(972)713-6198","","","help@sportswriters.net","http://sportswriters.net/fwaa; http://www.twitter.com/thefwaa"
"NUIKLY654531878","Forward in Faith North America (FiFNA)","PO Box 210248","","","","","Bedford, TX 76095-7248 USA","Bedford","TX","76095-7248","United States","","","800-225-3661","","","http://www.fifna.org; http://www.facebook.com/FIFNA"
"QAAYUU911967816","Fullblood Simmental Fleckvieh Federation (FSFF)","PO Box 321","","","","","Cisco, TX 76437 USA","Cisco","TX","76437","United States","","","855-353-2584","(855)638-2582","info@fleckvieh.com","http://fleckvieh.com"
"WUZZTQ121647844","Furniture Bank Association of North America (FBANA)","c/o Dallas Furniture Bank","1417 Upfield Dr., Ste. 104","","","","Carrollton, TX 75006 USA","Carrollton","TX","75006","United States","972","(972)466-0600","","","ContactUs@FurnitureBanks.org","http://www.furniturebanks.org"
"MSHNGI713044288","GI Joe Collectors' Club","225 Cattle Baron Parc","","","","","Fort Worth, TX 76108 USA","Fort Worth","TX","76108","United States","817","(817)448-9863","","","admin2@funpubinc.com","http://www.gijoeclub.com; http://www.facebook.com/GIJoeCollectorsClub; http://twitter.com/The_GIJoe_Club"
"KDLLTF785935807","Global Semiconductor Alliance (GSA)","12400 Coit Rd., Ste. 650","","","","","Dallas, TX 75251 USA","Dallas","TX","75251","United States","972","(972)866-7579","888-322-5195","(972)239-2292","","http://www.gsaglobal.org; http://www.facebook.com/GlobalSemiconductorAlliance; http://www.linkedin.com/groups/4819842/profile; http://twitter.com/GlobalSemi"
"IXUNGH281147290","Globe Aware","6500 E Mockingbird Ln., Ste. 104","","","","","Dallas, TX 75214-2497 USA","Dallas","TX","75214-2497","United States","214","(214)824-4562","877-588-4562","(214)824-4563","info@globeaware.org","http://www.globeaware.org; http://www.facebook.com/globeaware; http://www.linkedin.com/company/globe-aware; http://twitter.com/GlobeAware"
"GXQQFT879857856","Good News, A Forum for Scriptural Christianity","PO Box 132076","","","","","The Woodlands, TX 77393-2076 USA","The Woodlands","TX","77393-2076","United States","832","(832)813-8327","","(832)813-5327","info@goodnewsmag.org","http://goodnewsmag.org"
"VZGUZN989225270","Group for the Advancement of Psychiatry (GAP)","PO Box 570218","","","","","Dallas, TX 75357-0218 USA","Dallas","TX","75357-0218","United States","972","(972)613-0985","","(972)613-5532","frda1@airmail.net","http://www.ourgap.org"
"NLLNQQ539979512","Health Occupations Students of America (HOSA)","548 Silicon Dr., Ste. 101","","","","","Southlake, TX 76092 USA","Southlake","TX","76092","United States","","","800-321-4672","","","http://www.hosa.org; http://www.linkedin.com/groups/3444297/profile; http://twitter.com/nationalhosa"
"XENBPG615270488","The Heart Smiles (THS)","PO Box 592798","","","","","San Antonio, TX 78259 USA","San Antonio","TX","78259","United States","210","(210)771-8157","","","info@theheartsmiles.org","http://www.theheartsmiles.org; http://www.facebook.com/Heart-Smiles-173875535973047; http://twitter.com/heart_smiles_"
"TOHOOC352671112","Hemochromatosis Information Society","3017 Princeton Dr.","","","","","Plano, TX 75075 USA","Plano","TX","75075","United States","214","(214)702-2698","","","info@hemoinfo.org","http://www.hemoinfo.org"
"PIPOVV617687830","Hispanic Genealogical Society","PO Box 231271","","","","","Houston, TX 77223-1271 USA","Houston","TX","77223-1271","United States","","","","(281)449-4020","","http://www.hispanicgs.com"
"JJPLOQ678816966","Hobby Distiller's Association (HDA)","5970 Park Vista Cir., Ste. 190","","","","","Keller, TX 76244 USA","Keller","TX","76244","United States","817","(817)750-2739","","","","http://www.hobbydistillersassociation.org; http://www.facebook.com/pages/Hobby-Distillers-Association/257584314421895"
"CKUAHR859977255","Home-Based Working Moms (HBWM)","PO Box 1628","","","","","Spring, TX 77383 USA","Spring","TX","77383","United States","281","(281)757-2207","","","","http://www.hbwm.com"
"OWHCYD404453708","Hospitality Financial and Technology Professionals (HFTP)","11709 Boulder Ln., Ste. 110","","","","","Austin, TX 78726 USA","Austin","TX","78726","United States","512","(512)249-5333","800-646-4387","(512)249-1533","membership@hftp.org","http://www.hftp.org; http://www.facebook.com/HFTPGlobal; http://www.linkedin.com/company/hftp; http://twitter.com/hftp"
"YTVYBX429498677","The Hydrographic Society of America (THSOA)","PO Box 841361","","","","","Houston, TX 77284 USA","Houston","TX","77284","United States","774","(774)773-8470","","","admin@thsoa.org","http://www.thsoa.org; http://www.facebook.com/thsoanational; http://www.linkedin.com/company/the-hydrographic-society-of-america; http://twitter.com/thsoanational"
"CIRSSM602424646","Igbere Progressive Association International (IPAI)","c/o Chuck Oko, Board Secretary","PO Box 540814","","","","Houston, TX 77254 USA","Houston","TX","77254","United States","713","(713)773-4887","","(713)779-0233","info@ipaiinc.org","http://www.ipaiinc.org; http://www.facebook.com/ipaiinc"
"IOULDV720933283","Independent Armored Car Operators Association, Inc. (IACOA)","8000 Research Forest Dr., Ste. 115","","","","","The Woodlands, TX 77382 USA","The Woodlands","TX","77382","United States","281","(281)292-8208","","(281)292-9308","","http://www.iacoa.com"
"BPJSJZ335355828","Indicorps","3418 Highway 6 S, Ste. B, No. 309","","","","","Houston, TX 77082 USA","Houston","TX","77082","United States","983","(983)376-2666","","","info@indicorps.org","http://www.indicorps.org/#default; http://www.facebook.com/indicorps; http://twitter.com/Indicorps"
"OAEPJT936793019","Institute for Creation Research (ICR)","1806 Royal Ln.","","","","","Dallas, TX 75229 USA","Dallas","TX","75229","United States","","","800-337-0375","","contact@icr.org","http://www.icr.org; http://www.facebook.com/icrscience; http://www.linkedin.com/company/2010945; http://twitter.com/ICRscience"
"YWRVRL195637109","Institute of Chinese Culture (ICC)","10550 Westoffice Dr.","","","","","Houston, TX 77042 USA","Houston","TX","77042","United States","713","(713)781-2888; (713)339-1992","","","icctso@yahoo.com","http://www.icc-houston.org"
"XANWFS931463731","InterAmerican Heart Foundation (IAHF)","7272 Greenville Ave.","","","","","Dallas, TX 75231-4596 USA","Dallas","TX","75231-4596","United States","","","","","iahf@interamericanheart.org","http://www.interamericanheart.org; http://www.facebook.com/interamericanheart/; http://twitter.com/IAHFnews"
"JUXNPX856100204","Intercultural Cancer Council (ICC)","1 Baylor Plz., MS 620","","","","","Houston, TX 77030-3411 USA","Houston","TX","77030-3411","United States","713","(713)798-4614","","(713)798-3990","","http://iccnetwork.org"
"PSMACN685340796","International Aeronauts League (IAL)","PO Box 200931","","","","","Austin, TX 78720-0931 USA","Austin","TX","78720-0931","United States","512","(512)740-2506","","","info@interaeroleague.com","http://www.interaeroleague.com"
"JDRVEC054227072","International Airline Passengers Association (IAPA)","PO Box 700188","","","","","Dallas, TX 75370 USA","Dallas","TX","75370","United States","972","(972)404-9980","800-821-4272","(972)233-5348","info.dallas@iapa.com","http://www.iapa.com"
"NUCDCG690840270","International and American Associations of Clinical Nutritionists (IAACN)","15280 Addison Rd., Ste. 130","","","","","Addison, TX 75001 USA","Addison","TX","75001","United States","972","(972)407-9089","","(972)250-0233","ddc@clinicalnutrition.com","http://www.iaacn.org; http://www.linkedin.com/company/9332022"
"CIWHWJ214654476","International Association for Hospice and Palliative Care (IAHPC)","5535 Memorial Dr., Ste. F, PMB 509","","","","","Houston, TX 77007 USA","Houston","TX","77007","United States","936","(936)321-9846","866-374-2472","(713)589-3657","","http://hospicecare.com/home; http://www.facebook.com/iahpc; http://twitter.com/IAHPC"
"NTIRUN808135502","International Association of Audio Visual Communicators (IAAVC)","The CINDYS","PO Box 270779","","","","Flower Mound, TX 75027-0779 USA","Flower Mound","TX","75027-0779","United States","469","(469)464-4180","","(469)464-4170","cindy@cindys.com","http://www.cindys.com"
"HKDUQB364699654","International Association of Canine Professionals (IACP)","PO Box 928","","","","","Lampasas, TX 76550 USA","Lampasas","TX","76550","United States","512","(512)564-1011","","(512)556-4220","Admin@canineprofessionals.com","http://www.canineprofessionals.com"
"SVMJNJ402061259","International Association of Christian Chaplains (IACC)","5804 Babcock Rd.","","","","","San Antonio, TX 78240-2134 USA","San Antonio","TX","78240-2134","United States","210","(210)696-7313","","","","http://www.christianchaplains.com"
"OLRBGD043402745","International Association of Electrical Inspectors (IAEI)","901 Waterfall Way, Ste. 602","","","","","Richardson, TX 75080 USA","Richardson","TX","75080","United States","972","(972)235-1455","800-786-4234","","customerservice@iaei.org","http://www.iaei.org; http://www.facebook.com/IAEIorg/; http://www.linkedin.com/company/international-association-of-electrical-inspectors/'; http://twitter.com/IAEI"
"CSDCKH893551675","International Association of Elevator Consultants (IAEC)","448 W 19th St., No. 484","","","","","Houston, TX 77008 USA","Houston","TX","77008","United States","713","(713)426-1662","","(713)690-0004","","http://www.iaec.org"
"PNXJDQ309800786","International Association of Exhibitions and Events (IAEE)","12700 Park Central Dr., Ste. 308","","","","","Dallas, TX 75251 USA","Dallas","TX","75251","United States","972","(972)458-8002","","(972)458-8119","membership@iaee.com","http://www.iaee.com; http://www.facebook.com/iaeehq; http://www.linkedin.com/company/international-association-of-exhibits-and-events; http://twitter.com/IAEE_HQ"
"OIVJEF057494899","International Association of Geophysical Contractors (IAGC)","1225 N Loop W, Ste. 220","","","","","Houston, TX 77008-1761 USA","Houston","TX","77008-1761","United States","713","(713)957-8080","866-558-1756","(713)957-0008","info@iagc.org","http://www.iagc.org; http://www.facebook.com/IAGC1/; http://twitter.com/iagc_hq"
"ZJVGYI855592448","International Association of Microsoft Channel Partners (IAMCP)","c/o The TransSynergy Group","909 Lake Carolyn Pky., Ste. 320","","","","Irving, TX 75039 USA","Irving","TX","75039","United States","425","(425)746-1572","","","info@iamcp.org","http://www.iamcp.org; http://www.facebook.com/IAMCPInternational; http://www.linkedin.com/groups/104360/profile; http://twitter.com/IAMCPOrg"
"AANKEJ799377878","International Association of Workforce Professionals (IAWP)","3267 Bee Caves Rd.","","","","","Austin, TX 78746 USA","Austin","TX","78746","United States","502","(502)223-4459","888-898-9960","","iawp@iawponline.org","http://www.iawponline.org; http://www.facebook.com/International-Association-of-Workforce-Professionals-IAWP-782675548504900; http://www.linkedin.com/groups/4433823; http://twitter.com/iawpcenter"
"MJRVZX116628880","International Atherosclerosis Society (IAS)","6535 Fannin St.","","","","","Houston, TX 77030-2703 USA","Houston","TX","77030-2703","United States","713","(713)797-0401","","(713)796-8853","info@athero.org","http://www.athero.org"
"FPIABT780548499","International Barbeque Cookers Association (IBCA)","202 Walton Way, Ste. 192-200","","","","","Cedar Park, TX 78613 USA","Cedar Park","TX","78613","United States","682; 512","(682)232-7972; (512)806-3287; (512)806-3267","","","info@ibcabbq.org","http://ibcabbq.org"
"SAJIFH073934898","International Behavioural and Neural Genetics Society (IBANGS)","1123 Comache Path","","","","","Bandera, TX 78003-4212 USA","Bandera","TX","78003-4212","United States","919","(919)843-7292","","","","http://www.ibangs.org; http://twitter.com/IBANGStweets"
"YQMLKJ903211697","International Cessna 120/140 Association","PO Box 830092","","","","","Richardson, TX 75083 USA","Richardson","TX","75083","United States","989","(989)339-1009","","","","http://www.cessna120-140.org"
"SAWRAJ089485944","International Coalition of Apostolic Leaders (ICAL)","PO Box 164217","","","","","Fort Worth, TX 76161 USA","Fort Worth","TX","76161","United States","817","(817)232-5815","","(817)232-1290","info@icaleaders.com","http://www.icaleaders.com; http://www.facebook.com/ICALeaders; http://twitter.com/ICALeaders"
"NIEFFS015899933","International Contact Center Benchmarking Consortium (ICCBC)","4606 FM 1960 Rd. W, Ste. 250","","","","","Houston, TX 77069-9949 USA","Houston","TX","77069-9949","United States","281","(281)440-5044","","(281)440-6677","","http://iccbc.org"
"BJFBGU206350125","International Council of Associations for Science Education (ICASE)","c/o Prof. Teresa Kennedy, President","3900 University Blvd.","","","","Tyler, TX 75799 USA","Tyler","TX","75799","United States","","","","","","http://www.icaseonline.net"
"VOLQKW643288660","International Federation of Leather Guilds (IFoLG)","c/o David Smith, Executive Director","10 Park Pl.","","","","Mansfield, TX 76063 USA","Mansfield","TX","76063","United States","817","(817)453-2386","","","","http://www.ifolg.org"
"BXUVDY221209962","International German Coolie Society and Registry (IGCS&R)","c/o Ida Parmer","1139 LCR 454","","","","Groesbeck, TX 76642 USA","Groesbeck","TX","76642","United States","903","(903)390-0300","","","","http://www.coolieregistry.com"
"YWBBMP028697624","International Junior Brangus Breeders Association (IJBBA)","8870 US Highway 87 E","","","","","San Antonio, TX 78263 USA","San Antonio","TX","78263","United States","405","(405)867-1421","","(202)999-2204","info@gobrangus.com","http://junior.gobrangus.com; http://www.facebook.com/juniorbrangus"
"GDMAZB192821192","International Neural Network Society (INNS)","1123 Comanche Path","","","","","Bandera, TX 78003-4212 USA","Bandera","TX","78003-4212","United States","830","(830)796-9393","","(830)796-9394","inns@inns.org","http://www.inns.org; http://www.facebook.com/INNSociety; http://twitter.com/INNSociety"
"MZPETP328067035","International News Media Association (INMA)","PO Box 740186","","","","","Dallas, TX 75374 USA","Dallas","TX","75374","United States","214","(214)373-9111","","(214)373-9112","inma@inma.org","http://www.inma.org; http://www.facebook.com/inma.newsmedia; http://www.linkedin.com/groups/2592233/profile; http://www.linkedin.com/groups/2592233; http://twitter.com/inmaorg"
"RSPNVL179806008","International Nubian Breeders Association (INBA)","c/o Caroline Lawson, Secretary/Treasurer","5124 FM 1940","","","","Franklin, TX 77856 USA","Franklin","TX","77856","United States","979","(979)828-4158","","","secretary@i-n-b-a.org","http://www.i-n-b-a.org"
"NOYGEY481485382","International Oral Cancer Association","424 Maplelawn Dr.","","","","","Plano, TX 75075 USA","Plano","TX","75075","United States","972","(972)612-7886","","(972)612-7842","info@fightoralcancer.org","http://fightoralcancer.org; http://www.facebook.com/International-Oral-Cancer-Association-170535462960532; http://twitter.com/oralcancerassoc"
"YERWDJ910071172","International Order of Saint Luke the Physician (OSL)","PO Box 780909","","","","","San Antonio, TX 78278-0909 USA","San Antonio","TX","78278-0909","United States","210","(210)492-5222","877-992-5222","","info@orderofstluke.org","http://orderofstluke.org/en; http://www.facebook.com/OSL-Order-of-St-Luke-1605760026357280"
"PYBJEX179750118","International Organization for Mycoplasmology (IOM)","c/o Leonard E. Weisman, Professor of Pediatrics, Baylor College of Medicine","1102 Bates St. FC530.08","Texas Children's Hospital","","","Houston, TX 77030-2303 USA","Houston","TX","77030-2303","United States","832","(832)824-1387","","(832)825-8877","lweisman@bcm.edu","http://iom-online.org"
"CHMUBN724193625","International Pet and Animal Transportation Association (IPATA)","1029 N Beaulah St.","","","","","Hawkins, TX 75765 USA","Hawkins","TX","75765","United States","903","(903)769-2267","","(847)885-8393","inquiries@ipata.com","http://www.ipata.com; http://www.facebook.com/thepetshippingexperts; http://www.linkedin.com/company/international-pet-and-animal-transportation-association?trk=biz-companies-cym; http://twitter.com/petshipexperts"
"BVPLEQ104808364","International Primatological Society (IPS)","c/o Steve Schapiro, Treasurer","650 Cool Water Dr.","","","","Bastrop, TX 78602 USA","Bastrop","TX","78602","United States","512","(512)321-3991","","(512)332-5208","sschapir@mdanderson.org","http://www.internationalprimatologicalsociety.org; http://www.facebook.com/InternationalPrimatologicalSociety"
"UGWWCQ479105894","International Society for Brachial Plexus and Peripheral Nerve Injury (ISBP&PNI)","2201 W Holcombe Blvd., Ste. 225","","","","","Houston, TX 77030 USA","Houston","TX","77030","United States","713","(713)592-9900","","","contact@jbpi.org","http://www.brachialplexussociety.com"
"NVPRVX037559514","International Society for Burn Injuries (ISBI)","584 Arbor View","","","","","Adkins, TX 78101 USA","Adkins","TX","78101","United States","","","","(830)947-3142","lizals@tgti.net","http://www.worldburn.org"
"EHXMDL083492422","International Society of Six Sigma Professionals (ISSSP)","7301 RR 620 N, Ste. 155 O362","","","","","Austin, TX 78726-4537 USA","Austin","TX","78726-4537","United States","512","(512)233-2721","844-477-7746","","info@isssp.com","http://isssp.com; http://www.facebook.com/isssp; http://www.linkedin.com/groups/6941038/profile; http://twitter.com/ISSSP"
"WLCCIX107413458","International Tap Association (ITA)","PO Box 150574","","","","","Austin, TX 78715 USA","Austin","TX","78715","United States","303","(303)443-7989","","","content@tapdance.org","http://www.tapdance.org; http://www.facebook.com/TAXACT.ORG; http://www.linkedin.com/company/association-for-computers-&-taxation; http://twitter.com/TaxACTOrg"
"YGEIDB234615600","International Transportation Management Association (ITMA)","PO Box 670228","","","","","Houston, TX 77267-0228 USA","Houston","TX","77267-0228","United States","832","(832)399-1032","","","membership@itmahouston.org","http://www.itmahouston.org; http://www.facebook.com/fasttractransportation"
"PCJHWN656208950","International Willow Collectors (IWC)","c/o Brenda Nottingham, Membership Chairperson","969 County Road 3357","","","","Saltillo, TX 75478 USA","Saltillo","TX","75478","United States","","","","","willowware@aol.com","http://www.willowcollectors.org; http://www.facebook.com/pages/International-Willow-Collectors/256021334414589?skip_nax_wizard=true"
"IMTODB816406642","It's My Heart (IMH)","1304 Langham Creek, No. 235","","","","","Houston, TX 77084 USA","Houston","TX","77084","United States","713","(713)334-4244; (713)334-4243","888-HEART-07","(866)222-0334","info@itsmyheart.org","http://www.itsmyheart.org; http://www.facebook.com/itsmyheart/"
"BUYSWT045284376","IT Service Management Forum USA (itSMF USA)","20333 State Highway 249, Ste. 200","","","","","Houston, TX 77070-2613 USA","Houston","TX","77070-2613","United States","626","(626)963-1900","888-959-0673","","info@itsmfusa.org","http://www.itsmfusa.org"
"HXGJZI958793002","Kids Making a Difference (KMAD)","1527 W State Highway 114, Ste. 500, No. 106","","","","","Grapevine, TX 76051-8647 USA","Grapevine","TX","76051-8647","United States","","","","","president.kmad@gmail.com","http://www.kmad.org; http://www.facebook.com/KidsMakingADifference; http://twitter.com/KMAD03"
"OBADZM587548746","Kids Matter International (KMI)","535 S Nolen Dr., Ste. 300","","","","","Southlake, TX 76092 USA","Southlake","TX","76092","United States","817","(817)488-7679","","(817)488-7685","info@kidsmatterinternational.org","http://kidsmatterinternational.org; http://www.facebook.comm/KidsMatterInternational; http://twitter.com/kidsmatterintl"
"DSUPOU928385922","Legal Secretaries International","2951 Marina Bay Dr., Ste. 130-641","","","","","League City, TX 77573-2735 USA","League City","TX","77573-2735","United States","713","(713)651-2933","","(713)651-2908","info@legalsecretaries.org","http://www.legalsecretaries.org"
"GHQRBO448476299","Lex Mundi","2100 W Loop S, Ste. 1000","","","","","Houston, TX 77027-3537 USA","Houston","TX","77027-3537","United States","713","(713)626-9393","","(713)626-9933","","http://www.lexmundi.com; http://www.facebook.com/Lex-Mundi-166577390029377; http://www.linkedin.com/1017752; http://twitter.com/LexMundi"
"CYGGHX462193316","Lighthouse Station, Inc.","2215 Canton St., Unit 121","","","","","Dallas, TX 75201 USA","Dallas","TX","75201","United States","214","(214)676-9999","","","info@lighthousestation.org","http://www.lighthousestation.org"
"OXIJSP385779322","Lights. Camera. Help.","PO Box 183","","","","","Austin, TX 78767 USA","Austin","TX","78767","United States","512","(512)524-7227","","","contact@lightscamerahelp.org","http://www.lightscamerahelp.org; http://www.facebook.com/lightscamerahelp; http://twitter.com/npfilm"
"QINCUR119943999","Lisle International","PO Box 1932","","","","","Leander, TX 78646 USA","Leander","TX","78646","United States","512","(512)259-4404","800-477-1538","","office@lisleinternational.org","http://www.lisleinternational.org"
"PFYBDK671915629","LIVESTRONG Fertility","c/o Livestrong Foundation","2201 E 6th St.","","","","Austin, TX 78702 USA","Austin","TX","78702","United States","","","877-236-8820","","","http://www.fertilehope.org"
"SYMLLJ840867736","LIVESTRONG Foundation","2201 E 6th St.","","","","","Austin, TX 78702 USA","Austin","TX","78702","United States","","","877-236-8820","","livestrong@livestrong.org","http://www.livestrong.org; http://www.facebook.com/livestrong"
"KIPTPE178497841","Lowe Syndrome Association (LSA)","PO Box 864346","","","","","Plano, TX 75086-4346 USA","Plano","TX","75086-4346","United States","972","(972)733-1338","","","","http://www.lowesyndrome.org"
"VUZLVH755823056","Madison Project","PO Box 655","","","","","Aledo, TX 76008 USA","Aledo","TX","76008","United States","","","","","info@madisonproject.com","http://madisonproject.com; http://www.facebook.com/madisonprojectpac; http://twitter.com/Madison_Project"
"PRZGOS788658273","MAES: Latinos in Science and Engineering","2437 Bay Area Blvd., No. 100","","","","","Houston, TX 77058 USA","Houston","TX","77058","United States","281","(281)557-3677","","(281)715-5100","questions@mymaes.org","http://mymaes.org"
"ZRSMWV564893242","MannaRelief","PO Box 540669","","","","","Grand Prairie, TX 75054-0669 USA","Grand Prairie","TX","75054-0669","United States","817","(817)557-8700","","(817)557-8750","info@mannarelief.org","http://www.mannarelief.org; http://www.facebook.com/mannarelief; http://twitter.com/mannarelief"
"RAZBKS738101591","Median Iris Society (MIS)","c/o Hooker Nichols, President","3365 Northhaven Rd.","","","","Dallas, TX 75229 USA","Dallas","TX","75229","United States","360; 214","(360)665-5292; (214)352-2191","","","","http://www.medianiris.com"
"MPBTCX597189506","Medical Benevolence Foundation (MBF)","10707 Corporate Dr., Ste. 220","","","","","Stafford, TX 77477-4001 USA","Stafford","TX","77477-4001","United States","281","(281)201-2043","800-547-7627","(281)903-7627","info@mbfoundation.org","http://mbfoundation.org"
"FGAHSV466818429","Medical Bridges","2706 Magnet St.","","","","","Houston, TX 77054 USA","Houston","TX","77054","United States","713","(713)748-8131","","(713)748-0118","","http://www.medicalbridges.org; http://www.facebook.com/medicalbridgesinc; http://www.linkedin.com/company/medical-bridges-inc.?trk=company_name; http://twitter.com/MedicalBridges"
"GBRQYX627368867","MediSend International","9244 Markville Dr.","","","","","Dallas, TX 75243 USA","Dallas","TX","75243","United States","214","(214)575-5006","","(214)570-9284","info@medisend.org","http://www.medisend.org; http://www.facebook.com/medisend/timeline; http://www.linkedin.com/company/medisend?trk=fc_badge; http://twitter.com/medisend"
"EAFTWU839930048","Meeting Professionals International (MPI)","2711 Lyndon B. Johnson Fwy., Ste. 600","","","","","Dallas, TX 75234-7349 USA","Dallas","TX","75234-7349","United States","972","(972)702-3000","","(972)702-3070","feedback@mpiweb.org","http://www.mpiweb.org; http://www.facebook.com/MPIfans; http://www.linkedin.com/company/165050; http://twitter.com/MPI"
"FVLLSE707697218","Meningitis Angels","PO Box 448","","","","","Porter, TX 77365-0448 USA","Porter","TX","77365-0448","United States","281","(281)572-1998","","","","http://www.meningitis-angels.org"
"USKJHB337172972","Mental Health Grace Alliance (MHGA)","PO Box 23401","","","","","Waco, TX 76702 USA","Waco","TX","76702","United States","254","(254)300-1419","","","info@mhgracealliance.org","http://mentalhealthgracealliance.org; http://twitter.com/mhgracealliance"
